category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,15/409,86/9500,0.1744186046511628,4.051287883095468,6.028927786825777,3.301670186862128e-6,0.0010499311194221567,9.522711907370769e-4,CACNA1C/CACNA1S/RYR2/ACTN3/SNTB2/LAMA1/DTNA/ITGA6/CACNA2D2/CACNA2D3/SGCB/ITGA1/LAMA2/ITGB8/DMD,15
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,16/409,105/9500,0.1523809523809524,3.5394108743742,5.549757429829517,9.610419236040783e-6,0.0015280566585304846,0.0013859236161448288,CACNA1C/CACNA1S/RYR2/ADCY7/SNTB2/LAMA1/DTNA/ITGA6/MYL3/CACNA2D2/CACNA2D3/SGCB/ITGA1/LAMA2/ITGB8/DMD,16
Human Diseases,Cardiovascular disease,hsa05410,Hypertrophic cardiomyopathy,15/409,99/9500,0.15151515151515152,3.5193005853152557,5.344478415972216,1.954738201456074e-5,0.0020720224935434385,0.0018792921656104011,CACNA1C/CACNA1S/RYR2/SNTB2/LAMA1/DTNA/ITGA6/MYL3/CACNA2D2/CACNA2D3/SGCB/ITGA1/LAMA2/ITGB8/DMD,15
Cellular Processes,Transport and catabolism,hsa04144,Endocytosis,25/409,252/9500,0.0992063492063492,2.3043039546707025,4.4509215522007155,8.303942646577441e-5,0.006601634404029066,0.0059875796977953135,HLA-F/EPS15/VPS45/PARD3/SNX1/PML/IGF1R/RAB11FIP3/VPS35/CYTH1/SMAD2/EPS15L1/ASAP2/ITCH/IQSEC1/PLD1/CLTB/ACTR3B/VPS37A/PSD3/RAB11FIP1/CLTA/TGFBR1/MVB12B/SH3KBP1,25
Human Diseases,Substance dependence,hsa05032,Morphine addiction,13/409,91/9500,0.14285714285714285,3.318197694725812,4.7129648471216266,1.2964854208278003e-4,0.008245647276464811,0.007478673795932996,GABBR1/GNB1/PDE3A/GNB5/PRKCB/ADCY7/GNAO1/PRKCA/GNG7/KCNJ6/PDE4D/OPRM1/PDE10A,13
Cellular Processes,Cellular community - eukaryotes,hsa04510,Focal adhesion,21/409,203/9500,0.10344827586206896,2.4028328134221395,4.285261097439433,1.7072951238534297e-4,0.009048664156423178,0.00820699761290947,VCL/DOCK1/VWF/COL4A2/IGF1R/PRKCB/PRKCA/LAMA1/LAMA3/BCL2/ACTN4/ROCK2/ITGA6/ITGA1/LAMA4/LAMA2/ITGB8/RELN/LAMB4/VAV2/XIAP,21
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,29/409,333/9500,0.08708708708708708,2.0228052012893087,4.029917894510044,2.328811186708993e-4,0.009913575948382472,0.008991459152124454,HLA-F/UBR4/PARD3/DLG2/VWF/COL4A2/PPP2R5E/TSC2/ATP6V0D1/LLGL1/WNT3/LLGL2/LAMA1/LAMA3/ATP6V1C2/ITGA6/JAG1/IFNAR1/EP300/MAGI1/DLG1/ITGA1/PPP2R5D/LAMA4/LAMA2/ITGB8/CREB5/RELN/LAMB4,29
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,13/409,97/9500,0.13402061855670103,3.112948352784009,4.436457236603446,2.4939813706622573e-4,0.009913575948382472,0.008991459152124454,CACNA1C/GNB1/PER3/NOS1AP/RYR2/PRKG1/GNB5/PRKCB/ADCY7/GNAO1/PRKCA/GNG7/KCNJ6,13
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,19/409,184/9500,0.10326086956521739,2.39847985542681,4.062984405603449,3.5355475056574834e-4,0.01171175324632796,0.010622377985745982,EPHB2/PARD3/UNC5B/ABLIM1/SSH3/PLXNC1/SEMA6D/PLCG2/SSH2/PRKCA/ROCK2/NCK2/BMPR2/ABLIM2/SLIT2/SEMA5A/SEMA3A/PLXNA4/DPYSL2,19
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,12/409,89/9500,0.1348314606741573,3.131782093898519,4.28563021775652,4.0512353996731936e-4,0.01171175324632796,0.010622377985745982,VWF/COL4A2/LAMA1/LAMA3/ITGA6/NPNT/ITGA1/LAMA4/LAMA2/ITGB8/RELN/LAMB4,12
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,12/409,89/9500,0.1348314606741573,3.131782093898519,4.28563021775652,4.0512353996731936e-4,0.01171175324632796,0.010622377985745982,GABBR1/CACNA1C/GNB1/CACNA1S/GNB5/PRKCB/ADCY7/GNAO1/PRKCA/GNG7/KCNJ6/SLC6A1,12
Environmental Information Processing,Signal transduction,hsa04151,PI3K-Akt signaling pathway,29/409,362/9500,0.08011049723756906,1.8607572707992814,3.541638069121613,9.148415269148814e-4,0.02424330046324436,0.021988296348655925,YWHAE/GNB1/LPAR3/NTF3/VWF/COL4A2/PPP2R5E/GNB5/IGF1R/TSC2/PRKCA/RPTOR/LAMA1/LAMA3/BCL2/GNG7/ITGA6/IFNAR1/MAGI1/ITGA1/PPP2R5D/LAMA4/LAMA2/ITGB8/CREB5/YWHAG/MAGI2/RELN/LAMB4,29
Cellular Processes,Cell motility,hsa04820,Cytoskeleton in muscle cells,21/409,233/9500,0.09012875536480687,2.0934551979600617,3.58429825980034,0.0010828635323259098,0.02648850794458764,0.024024664603829904,VCL/ACTN3/DIAPH3/COL4A2/TMOD2/TMOD3/SNTB2/ATP1B2/MYOM1/LAMA1/DTNA/FMNL2/ITGA6/COL5A2/MYL3/SGCB/ANK2/ITGA1/LAMA2/ITGB8/DMD,21
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,13/409,116/9500,0.11206896551724138,2.6030688812073177,3.684528733526386,0.001406018215538069,0.029807586169407062,0.02703501691631094,CACNA1C/GNB1/GNB5/PRKCB/ADCY7/GNAO1/PRKCA/GNG7/SHANK3/GRM7/PLD1/GRM1/GRM8,13
Organismal Systems,Nervous system,hsa04725,Cholinergic synapse,13/409,116/9500,0.11206896551724138,2.6030688812073177,3.684528733526386,0.001406018215538069,0.029807586169407062,0.02703501691631094,CACNA1C/GNB1/KCNQ4/CACNA1S/GNB5/PRKCB/ADCY7/GNAO1/PRKCA/BCL2/GNG7/KCNJ6/CREB5,13
Human Diseases,Infectious disease: parasitic,hsa05146,Amoebiasis,12/409,103/9500,0.11650485436893204,2.706102974339497,3.692529792164901,0.0015180876171662712,0.03017199139117964,0.027365526783128837,VCL/COL4A2/PRKCB/PRKCA/LAMA1/LAMA3/ACTN4/IL1R1/C9/LAMA4/LAMA2/LAMB4,12
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,15/409,157/9500,0.09554140127388536,2.219176802205161,3.267142757202248,0.003109148055010392,0.058159357734900274,0.05274963263608963,DLG5/YWHAE/PARD3/DLG2/LLGL1/WNT3/LLGL2/SMAD2/BMPR2/TPTEP2-CSNK1E/WWTR1/DLG1/FBXW11/YWHAG/TGFBR1,15
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagocytosis,11/409,99/9500,0.1111111111111111,2.5808204292311867,3.3535738898329126,0.003430783650406667,0.06061051115718446,0.05497279065563899,DOCK1/PRKCB/PLCG2/PRKCA/ASAP2/PLA2G6/PLD1/MYO10/PLPP1/ACTR3B/VAV2,11
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",7/409,48/9500,0.14583333333333334,3.3873268133659336,3.516943626640342,0.004160903603085628,0.06964038662006472,0.06316274721581508,ALDH2/PCCA/IVD/IL4I1/HIBCH/MCCC1/OXCT1,7
Organismal Systems,Nervous system,hsa04728,Dopaminergic synapse,13/409,133/9500,0.09774436090225563,2.2703457911281872,3.1292645653619426,0.004724399989492513,0.07511795983293096,0.06813082090110256,CACNA1C/GNB1/BMAL1/PPP2R5E/GNB5/PRKCB/GNAO1/PRKCA/GNG7/KCNJ6/COMT/PPP2R5D/CREB5,13
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,12/409,122/9500,0.09836065573770492,2.2846607078440018,3.0290609434761646,0.006200882293504322,0.08661528459111471,0.0785587155841292,PFKP/PLCE1/TBC1D4/SIN3A/TSC2/PRKCB/PLCG2/ATP1B2/PRKCA/EP300/RCAN2/MED27,12
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,10/409,93/9500,0.10752688172043011,2.4975681573205035,3.0782030796627167,0.0065147986627031775,0.08661528459111471,0.0785587155841292,COL4A2/LAMA1/LAMA3/BCL2/ITGA6/POLK/LAMA4/LAMA2/LAMB4/XIAP,10
Cellular Processes,Cellular community - eukaryotes,hsa04530,Tight junction,15/409,170/9500,0.08823529411764706,2.049475046742413,2.9285357136527543,0.006528139041253434,0.08661528459111471,0.0785587155841292,ARHGAP17/PARD3/DLG2/CGNL1/LLGL1/LLGL2/ACTN4/ROCK2/MAGI1/CLDN16/DLG1/HSPA4/TJAP1/MAP3K5/ACTR3B,15
Organismal Systems,Circulatory system,hsa04261,Adrenergic signaling in cardiomyocytes,14/409,154/9500,0.09090909090909091,2.1115803511891533,2.94973568655583,0.006537002610650167,0.08661528459111471,0.0785587155841292,CACNA1C/CACNA1S/ATP2B4/RYR2/PPP2R5E/ADCY7/ATP1B2/PRKCA/BCL2/MYL3/CACNA2D2/CACNA2D3/PPP2R5D/CREB5,14
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,9/409,83/9500,0.10843373493975904,2.5186319851533274,2.9473388762455848,0.009128184268511553,0.1143184290518281,0.10368503661105893,RYBP/PCGF5/AEBP2/KDM2B/FBRSL1/CBX4/L3MBTL4/EP300/JARID2,9
Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,10/409,98/9500,0.10204081632653061,2.370141210518437,2.891765102651739,0.009346789796690349,0.1143184290518281,0.10368503661105893,CACNA1C/CACNA1S/ATP2B4/DAGLA/SCARB1/PRKCB/ADCY7/ATP1B2/PRKCA/CREB5,10
Environmental Information Processing,Signal transduction,hsa04340,Hedgehog signaling pathway,7/409,56/9500,0.125,2.9034229828850857,3.0300242351895617,0.00977201843158899,0.11509266152760368,0.10438725342126252,CDON/MOSMO/BCL2/TPTEP2-CSNK1E/EVC2/FBXW11/IQCE,7
Environmental Information Processing,Signal transduction,hsa04072,Phospholipase D signaling pathway,13/409,149/9500,0.087248322147651,2.0265502699332143,2.678792634797544,0.01194421016400084,0.13097444248800919,0.11879178166737679,LPAR3/F2/TSC2/ADCY7/PLCG2/PRKCA/CYTH1/AGPAT3/GRM7/PLD1/PLPP1/GRM1/GRM8,13
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,13/409,149/9500,0.087248322147651,2.0265502699332143,2.678792634797544,0.01194421016400084,0.13097444248800919,0.11879178166737679,CACNA1C/GNB1/CACNA1S/DAGLA/GNB5/PRKCB/ADCY7/GNAO1/PRKCA/GNG7/KCNJ6/MGLL/GRM1,13
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,19/409,253/9500,0.07509881422924901,1.7443489857649526,2.545254428069921,0.012982315094931769,0.13761254000627673,0.12481243284250194,SQSTM1/VCL/PLCE1/DOCK1/PLCG2/SEPTIN9/CYTH1/RPTOR/PIK3C3/BCL2/ACTN4/ROCK2/IL1R1/MAP1LC3A/FBXW11/CGAS/NOD1/ELMO1/ACTR3B,19
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,11/409,122/9500,0.09016393442622951,2.094272315523668,2.5801501612381132,0.01590242560353298,0.16312810780398346,0.14795465586988238,ACACA/LEPR/PFKP/ADIPOR2/PPP2R5E/IGF1R/TSC2/RPTOR/PPARG/PPP2R5D/CREB5,11
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,12/409,140/9500,0.08571428571428572,1.9909186168354873,2.5052948762658316,0.017491279924210405,0.1704143133490918,0.1545631309422415,GNB1/RYR2/GNB5/ADCY7/PIK3C3/SMAD2/GNG7/HDAC4/JAG1/MAP1LC3A/MYL3/TGFBR1,12
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,17/409,226/9500,0.0752212389380531,1.747192591470671,2.411281976174981,0.017926608402771816,0.1704143133490918,0.1545631309422415,GABBR1/CACNA1C/CACNA1S/ATP2B4/RYR2/PLCE1/PDE3A/ADCY7/ATP1B2/ROCK2/EP300/PLD1/PDE4D/PDE10A/CREB5/VIPR2/VAV2,17
Cellular Processes,Cellular community - eukaryotes,hsa04520,Adherens junction,9/409,93/9500,0.0967741935483871,2.2478113415884535,2.5648359947690875,0.018382403796441876,0.1704143133490918,0.1545631309422415,PARD3/VCL/SORBS1/IGF1R/PTPRM/ACTN4/ROCK2/EP300/TGFBR1,9
