ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0061003,positive regulation of dendritic spine morphogenesis,4/829,20/18805,0.2,4.536791314837153,3.3984015283486917,0.010327414948063829,0.28639129633532623,0.26921770263791023,EPHB2/LRP8/RELN/PTPRD,4
BP,GO:0031669,cellular response to nutrient levels,20/829,258/18805,0.07751937984496124,1.7584462460609123,2.6342299304663204,0.010577133463676147,0.28639129633532623,0.26921770263791023,MCU/IGF1R/TSC2/PDK2/PPM1D/RPTOR/SEH1L/PIK3C3/BCL2/DAPL1/BMPR2/MAP1LC3A/KCNB1/COMT/EP300/PLD1/LARS1/MAP3K5/YWHAG/PLIN2,20
BP,GO:0009267,cellular response to starvation,16/829,191/18805,0.08376963350785341,1.9002267287276036,2.6853728215397967,0.010582696356218618,0.28639129633532623,0.26921770263791023,MCU/IGF1R/TSC2/PPM1D/RPTOR/SEH1L/PIK3C3/BCL2/DAPL1/BMPR2/MAP1LC3A/COMT/LARS1/MAP3K5/YWHAG/PLIN2,16
BP,GO:0097553,calcium ion transmembrane import into cytosol,16/829,191/18805,0.08376963350785341,1.9002267287276036,2.6853728215397967,0.010582696356218618,0.28639129633532623,0.26921770263791023,TRPM1/CACNA1C/CACNA1S/ATP2B4/RYR2/PLCE1/F2/NALF1/ERO1A/PML/PLCG2/TRPV1/BCL2/ANK2/PDE4D/DMD,16
BP,GO:0050770,regulation of axonogenesis,13/829,143/18805,0.09090909090909091,2.0621778703805242,2.738054144768185,0.010665837651090065,0.28639129633532623,0.26921770263791023,EPHB2/LPAR3/BRSK2/PLXNC1/SEMA6D/WNT3/RTN4/BMPR2/SLIT2/SEMA5A/KIAA0319/SEMA3A/ANAPC2,13
BP,GO:0010632,regulation of epithelial cell migration,8/829,69/18805,0.11594202898550725,2.630023950630234,2.912969578122639,0.010726684324171969,0.28639129633532623,0.26921770263791023,DOCK1/PLCG2/RTN4/MAP4K4/BMPR2/IQSEC1/CAPN7/RREB1,8
BP,GO:0014745,negative regulation of muscle adaptation,3/829,11/18805,0.2727272727272727,6.186533611141572,3.695045451029048,0.010798360353627055,0.28639129633532623,0.26921770263791023,ATP2B4/PPARG/MLIP,3
BP,GO:0046710,GDP metabolic process,3/829,11/18805,0.2727272727272727,6.186533611141572,3.695045451029048,0.010798360353627055,0.28639129633532623,0.26921770263791023,MAGI3/DLG2/DLG1,3
BP,GO:0048742,regulation of skeletal muscle fiber development,3/829,11/18805,0.2727272727272727,6.186533611141572,3.695045451029048,0.010798360353627055,0.28639129633532623,0.26921770263791023,ACTN3/BCL2/HDAC9,3
BP,GO:0070934,CRD-mediated mRNA stabilization,3/829,11/18805,0.2727272727272727,6.186533611141572,3.695045451029048,0.010798360353627055,0.28639129633532623,0.26921770263791023,YBX1/IGF2BP2/SYNCRIP,3
BP,GO:1905383,protein localization to presynapse,3/829,11/18805,0.2727272727272727,6.186533611141572,3.695045451029048,0.010798360353627055,0.28639129633532623,0.26921770263791023,DLG2/MAPK8IP3/RAB27B,3
BP,GO:2000169,regulation of peptidyl-cysteine S-nitrosylation,3/829,11/18805,0.2727272727272727,6.186533611141572,3.695045451029048,0.010798360353627055,0.28639129633532623,0.26921770263791023,NOS1AP/ATP2B4/DMD,3
BP,GO:0060412,ventricular septum morphogenesis,6/829,43/18805,0.13953488372093023,3.1652032429096417,3.052454420071881,0.010917474228333168,0.2864216450563714,0.2692462314831032,PROX1/ACVR1/BMPR2/SLIT2/ZFPM2/TGFBR1,6
BP,GO:0009185,ribonucleoside diphosphate metabolic process,12/829,128/18805,0.09375,2.1266209288299156,2.7465347420693944,0.011006958795228554,0.2864216450563714,0.2692462314831032,AK4/AK5/MAGI3/PFKP/OGDHL/ACTN3/DLG2/RPTOR/HDAC4/EP300/ZBTB20/DLG1,12
BP,GO:0010631,epithelial cell migration,10/829,98/18805,0.10204081632653061,2.3146894463454863,2.802141087662415,0.011133491304324391,0.2864216450563714,0.2692462314831032,PROX1/DOCK1/PLCG2/RTN4/WDPCP/MAP4K4/BMPR2/IQSEC1/CAPN7/RREB1,10
BP,GO:0043502,regulation of muscle adaptation,10/829,98/18805,0.10204081632653061,2.3146894463454863,2.802141087662415,0.011133491304324391,0.2864216450563714,0.2692462314831032,ATP2B4/ACTN3/PRKCA/ROCK2/HDAC4/PPARG/IL6ST/JARID2/PI16/MLIP,10
BP,GO:0042752,regulation of circadian rhythm,11/829,113/18805,0.09734513274336283,2.208172763858791,2.766280615630531,0.011188689263172869,0.2864216450563714,0.2692462314831032,PER3/SFPQ/PROX1/PRKG1/BMAL1/PSPC1/PML/SIN3A/ROCK2/PPARG/FBXW11,11
BP,GO:0048813,dendrite morphogenesis,13/829,144/18805,0.09027777777777778,2.0478571907251037,2.7106393862527343,0.011267554013009147,0.2864216450563714,0.2692462314831032,EPHB2/LRP8/TET1/SRCIN1/TANC2/KIDINS220/HECW2/ABI2/SHANK3/SEMA3A/RELN/PTPRD/ANAPC2,13
BP,GO:0030509,BMP signaling pathway,15/829,176/18805,0.08522727272727272,1.9332917534817413,2.671374941584409,0.011269048330086743,0.2864216450563714,0.2692462314831032,NFIA/HJV/ACVRL1/USP15/CTDSPL2/PCSK6/ZNF423/SMAD2/ACVR1/BMPR2/PPARG/RGMB/HIPK2/TGFBR1/XIAP,15
BP,GO:0050905,neuromuscular process,15/829,176/18805,0.08522727272727272,1.9332917534817413,2.671374941584409,0.011269048330086743,0.2864216450563714,0.2692462314831032,CLN8/CAMTA1/ZMPSTE24/PCDH15/VTI1A/ACTN3/VPS35/GIGYF2/COMT/LARGE1/SHANK3/HIPK2/ZNF212/VPS13A/DMD,15
BP,GO:0035264,multicellular organism growth,14/829,160/18805,0.0875,1.9848462002412546,2.686600355926809,0.011340198255983614,0.2867366191150261,0.2695423179687842,CLIC4/ZMPSTE24/ARID5B/PLEKHA1/AFG3L2/BCL2/GIGYF2/COMT/LARGE1/EP300/CACNA2D2/PLS1/WWTR1/VPS13A,14
BP,GO:0032869,cellular response to insulin stimulus,20/829,260/18805,0.07692307692307693,1.7449197364758282,2.5973985451409223,0.011446574245690084,0.28784841427553304,0.27058744379050326,EPHB2/TIE1/SORBS1/VWA2/PTPRE/TBC1D4/IGF1R/TSC2/PRKCB/TRIM72/SOCS7/PDK2/SLC27A1/MERTK/TRIB3/PPARG/SMARCC1/SGCB/HDAC9/YWHAG,20
BP,GO:0099068,postsynapse assembly,9/829,84/18805,0.10714285714285714,2.4304239186627603,2.821601917115348,0.011568007273613597,0.28784841427553304,0.27058744379050326,EPHB2/DOCK1/VPS35/NAE1/RTN4/SHANK3/ELMO1/RELN/PTPRD,9
BP,GO:0045494,photoreceptor cell maintenance,6/829,44/18805,0.13636363636363635,3.093266805570786,2.985236822364599,0.01218242678971276,0.28784841427553304,0.27058744379050326,CLN8/RP1L1/NPHP4/PCDH15/ATP1B2/ADGRV1,6
BP,GO:0098703,calcium ion import across plasma membrane,6/829,44/18805,0.13636363636363635,3.093266805570786,2.985236822364599,0.01218242678971276,0.28784841427553304,0.27058744379050326,TRPM1/CACNA1C/CACNA1S/ATP2B4/NALF1/TRPV1,6
BP,GO:1902656,calcium ion import into cytosol,6/829,44/18805,0.13636363636363635,3.093266805570786,2.985236822364599,0.01218242678971276,0.28784841427553304,0.27058744379050326,TRPM1/CACNA1C/CACNA1S/ATP2B4/NALF1/TRPV1,6
BP,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",7/829,57/18805,0.12280701754385964,2.7857490529701816,2.8995876459475833,0.012260241397941865,0.28784841427553304,0.27058744379050326,RBM20/ARGLU1/RBFOX3/CELF4/RBM15B/YTHDC1/ARB2A,7
BP,GO:0030865,cortical cytoskeleton organization,7/829,57/18805,0.12280701754385964,2.7857490529701816,2.8995876459475833,0.012260241397941865,0.28784841427553304,0.27058744379050326,PPFIBP1/LLGL1/LLGL2/ROCK2/FMNL2/PLS1/DLG1,7
BP,GO:1903350,response to dopamine,7/829,57/18805,0.12280701754385964,2.7857490529701816,2.8995876459475833,0.012260241397941865,0.28784841427553304,0.27058744379050326,GNB1/RGS8/GNB5/SIN3A/VPS35/GNAO1/COMT,7
BP,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,4/829,21/18805,0.19047619047619047,4.320753633178241,3.269701607996846,0.01232075826763674,0.28784841427553304,0.27058744379050326,GNB1/RGS8/PRKCB/OPRM1,4
BP,GO:0009048,dosage compensation by inactivation of X chromosome,4/829,21/18805,0.19047619047619047,4.320753633178241,3.269701607996846,0.01232075826763674,0.28784841427553304,0.27058744379050326,PCGF5/RBM15B/YTHDC1/JARID2,4
BP,GO:0032011,ARF protein signal transduction,4/829,21/18805,0.19047619047619047,4.320753633178241,3.269701607996846,0.01232075826763674,0.28784841427553304,0.27058744379050326,CYTH1/MAP4K4/IQSEC1/PSD3,4
BP,GO:0032012,regulation of ARF protein signal transduction,4/829,21/18805,0.19047619047619047,4.320753633178241,3.269701607996846,0.01232075826763674,0.28784841427553304,0.27058744379050326,CYTH1/MAP4K4/IQSEC1/PSD3,4
BP,GO:0061577,calcium ion transmembrane transport via high voltage-gated calcium channel,4/829,21/18805,0.19047619047619047,4.320753633178241,3.269701607996846,0.01232075826763674,0.28784841427553304,0.27058744379050326,CACNA1C/NOS1AP/UBR3/PDE4D,4
BP,GO:0097623,potassium ion export across plasma membrane,4/829,21/18805,0.19047619047619047,4.320753633178241,3.269701607996846,0.01232075826763674,0.28784841427553304,0.27058744379050326,KCNT2/KCNB1/DLG1/KCNIP1,4
BP,GO:0098659,inorganic cation import across plasma membrane,12/829,130/18805,0.09230769230769231,2.093903683770994,2.687672282807035,0.01235450959527831,0.28784841427553304,0.27058744379050326,SLC12A7/TRPM1/CACNA1C/CACNA1S/ATP2B4/ATP12A/NALF1/TRPV1/ATP1B2/KCNJ6/SLC6A1/DLG1,12
BP,GO:0099587,inorganic ion import across plasma membrane,12/829,130/18805,0.09230769230769231,2.093903683770994,2.687672282807035,0.01235450959527831,0.28784841427553304,0.27058744379050326,SLC12A7/TRPM1/CACNA1C/CACNA1S/ATP2B4/ATP12A/NALF1/TRPV1/ATP1B2/KCNJ6/SLC6A1/DLG1,12
BP,GO:0007163,establishment or maintenance of cell polarity,18/829,228/18805,0.07894736842105263,1.7908386769094025,2.580021889480802,0.012448663448816736,0.28784841427553304,0.27058744379050326,DLG5/CLIC4/PARD3/BRSK2/INSC/DLG2/DIAPH3/IGF1R/LLGL1/MYO18A/LLGL2/CYTH1/LAMA1/ROCK2/WDPCP/DLG1/FBXW11/UBXN2B,18
BP,GO:0030010,establishment of cell polarity,14/829,162/18805,0.08641975308641975,1.9603419261642019,2.6362181988907483,0.01255235400810453,0.28784841427553304,0.27058744379050326,PARD3/BRSK2/INSC/DIAPH3/IGF1R/LLGL1/MYO18A/LLGL2/CYTH1/LAMA1/ROCK2/WDPCP/FBXW11/UBXN2B,14
BP,GO:0051494,negative regulation of cytoskeleton organization,14/829,162/18805,0.08641975308641975,1.9603419261642019,2.6362181988907483,0.01255235400810453,0.28784841427553304,0.27058744379050326,SVIL/SSH3/DIAPH3/BBOF1/TMOD2/TMOD3/CGNL1/TAOK1/SSH2/GMFG/DYRK1A/SHANK3/SLIT2/DLC1,14
BP,GO:0007409,axonogenesis,31/829,459/18805,0.06753812636165578,1.5320319254896706,2.478159177889791,0.012563875459157487,0.28784841427553304,0.27058744379050326,EPHB2/LPAR3/LGR6/PARD3/PRKG1/UNC5B/VCL/BRSK2/DSCAML1/PLXNC1/SPG11/SEMA6D/SIN3A/IGF1R/LLGL1/WNT3/PTPRM/AFG3L2/BCL2/RTN4/BMPR2/KALRN/SLIT2/SEMA5A/KIAA0319/LAMA2/SEMA3A/RELN/PLXNA4/MATN2/ANAPC2,31
BP,GO:0010611,regulation of cardiac muscle hypertrophy,8/829,71/18805,0.11267605633802817,2.55593876892234,2.8207349222750433,0.012645444739492683,0.2883634127510481,0.27107156013137784,ATP2B4/PRKCA/ROCK2/PPARG/IL6ST/JARID2/PI16/MLIP,8
BP,GO:0045664,regulation of neuron differentiation,16/829,195/18805,0.08205128205128205,1.86124771890755,2.596139712919326,0.012724772375598813,0.28882274043219636,0.27150334400420867,PROX1/DIXDC1/CDON/B2M/TCF12/SIN3A/MOSMO/SPAG9/MIB1/TCF4/BCL2/JAG1/MMD2/YWHAG/RELN/DMD,16
BP,GO:0010977,negative regulation of neuron projection development,12/829,131/18805,0.0916030534351145,2.0779196861849556,2.658638141703944,0.013073987143327363,0.29537526508998857,0.27766294332661134,PRAG1/EPHB2/CERS2/IL15RA/B2M/SEMA6D/WNT3/RTN4/SLIT2/SEMA5A/KIAA0319/SEMA3A,12
BP,GO:0051961,negative regulation of nervous system development,13/829,147/18805,0.08843537414965986,2.006064186832755,2.6297088588024446,0.013231538278498106,0.2973169807896625,0.27948822309778887,EPHB2/CERS2/PROX1/F2/RNF10/B2M/SEMA6D/WNT3/SIRT2/RTN4/SEMA5A/KIAA0319/SEMA3A,13
BP,GO:0003176,aortic valve development,6/829,45/18805,0.13333333333333333,3.024527543224769,2.919909467916553,0.013546948168657829,0.2973169807896625,0.27948822309778887,TIE1/SMAD2/ROCK2/BMPR2/JAG1/SLIT2,6
BP,GO:0070296,sarcoplasmic reticulum calcium ion transport,6/829,45/18805,0.13333333333333333,3.024527543224769,2.919909467916553,0.013546948168657829,0.2973169807896625,0.27948822309778887,CACNA1C/ZMPSTE24/RYR2/ANK2/PDE4D/DMD,6
BP,GO:1990776,response to angiotensin,6/829,45/18805,0.13333333333333333,3.024527543224769,2.919909467916553,0.013546948168657829,0.2973169807896625,0.27948822309778887,SLC30A10/IGF1R/PRKCA/ROCK2/COMT/ARID1B,6
BP,GO:0090132,epithelium migration,10/829,101/18805,0.09900990099009901,2.245936294473838,2.6961567264033426,0.013589134481622007,0.2973169807896625,0.27948822309778887,PROX1/DOCK1/PLCG2/RTN4/WDPCP/MAP4K4/BMPR2/IQSEC1/CAPN7/RREB1,10
BP,GO:0062042,regulation of cardiac epithelial to mesenchymal transition,3/829,12/18805,0.25,5.670989143546442,3.475820024200054,0.01393211664234744,0.2973169807896625,0.27948822309778887,ACVR1/JAG1/TGFBR1,3
BP,GO:0071233,cellular response to L-leucine,3/829,12/18805,0.25,5.670989143546442,3.475820024200054,0.01393211664234744,0.2973169807896625,0.27948822309778887,RPTOR/EP300/LARS1,3
BP,GO:0072015,podocyte development,3/829,12/18805,0.25,5.670989143546442,3.475820024200054,0.01393211664234744,0.2973169807896625,0.27948822309778887,MYO1E/JAG1/MAGI2,3
BP,GO:0098911,regulation of ventricular cardiac muscle cell action potential,3/829,12/18805,0.25,5.670989143546442,3.475820024200054,0.01393211664234744,0.2973169807896625,0.27948822309778887,CACNA1C/RYR2/DLG1,3
BP,GO:1904779,regulation of protein localization to centrosome,3/829,12/18805,0.25,5.670989143546442,3.475820024200054,0.01393211664234744,0.2973169807896625,0.27948822309778887,RAB11FIP3/MARK4/UBXN2B,3
BP,GO:2000310,regulation of NMDA receptor activity,3/829,12/18805,0.25,5.670989143546442,3.475820024200054,0.01393211664234744,0.2973169807896625,0.27948822309778887,EPHB2/OPRM1/RELN,3
BP,GO:2000321,positive regulation of T-helper 17 cell differentiation,3/829,12/18805,0.25,5.670989143546442,3.475820024200054,0.01393211664234744,0.2973169807896625,0.27948822309778887,IL12RB1/EP300/BRD2,3
BP,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,5/829,33/18805,0.15151515151515152,3.436963117300874,3.008891381259699,0.014002748822314141,0.2973169807896625,0.27948822309778887,CACNA1C/RYR2/ANK2/PDE4D/DMD,5
BP,GO:0007599,hemostasis,19/829,248/18805,0.07661290322580645,1.73788376979649,2.511977651402338,0.014012890488037373,0.2973169807896625,0.27948822309778887,ITPK1/EPHB2/PRKG1/VCL/F2/FLI1/VWF/RASA3/RAB27A/ADAMTS18/PLCG2/PRKCA/MERTK/PROC/PRSS56/SCUBE1/IL6ST/PPIA/VAV2,19
BP,GO:0009306,protein secretion,26/829,372/18805,0.06989247311827956,1.5854378250774996,2.4491201640766596,0.01420788368254345,0.2988554843569484,0.2809344695486586,ZBED6/MCU/BRSK2/BMAL1/F2/ANO1/SNX19/LTBP2/RAB27A/RAB11FIP3/PRKCB/VPS35/GNAO1/MYO18A/PRKCA/MYOM1/SMAD2/KCNB1/COMT/AP1B1/PLA2G6/PPARG/OPRM1/PPIA/RAB11FIP1/VPS13A,26
BP,GO:0050767,regulation of neurogenesis,26/829,372/18805,0.06989247311827956,1.5854378250774996,2.4491201640766596,0.01420788368254345,0.2988554843569484,0.2809344695486586,EPHB2/LRP8/LPAR3/CERS2/PROX1/BMAL1/F2/CDON/PLXNC1/RNF10/B2M/SEMA6D/WNT3/SIRT2/RTN4/BMPR2/SHANK3/SLIT2/SEMA5A/IL6ST/KIAA0319/OPRM1/SEMA3A/RELN/PTPRD/ANAPC2,26
BP,GO:0043279,response to alkaloid,10/829,102/18805,0.09803921568627451,2.2239173111946826,2.6616588069189002,0.014491596260802403,0.3022179049261356,0.2840952609292707,CACNA1S/RYR2/RAD51/IGF1R/TRPV1/COMT/SLC6A1/DHX15/OPRM1/SPIDR,10
BP,GO:0048640,negative regulation of developmental growth,10/829,102/18805,0.09803921568627451,2.2239173111946826,2.6616588069189002,0.014491596260802403,0.3022179049261356,0.2840952609292707,SEMA6D/WNT3/SPAG9/RTN4/WWC2/SEMA5A/JARID2/KIAA0319/PI16/SEMA3A,10
BP,GO:0086009,membrane repolarization,7/829,59/18805,0.11864406779661017,2.6913168816830573,2.794168163636649,0.01467416026838693,0.3034317886005433,0.2852363534773873,YWHAE/ZMPSTE24/NOS1AP/ATP1B2/DLG1/ANK2/KCNIP1,7
BP,GO:1901019,regulation of calcium ion transmembrane transporter activity,7/829,59/18805,0.11864406779661017,2.6913168816830573,2.794168163636649,0.01467416026838693,0.3034317886005433,0.2852363534773873,NOS1AP/AHNAK/CRACR2A/GNB5/STIM2/ANK2/DMD,7
BP,GO:0095500,acetylcholine receptor signaling pathway,6/829,46/18805,0.13043478260869565,2.9587769444590126,2.8563729691020048,0.015014690571158172,0.3085766147009885,0.29007266757267214,GNB1/RGS8/PRKCB/LARGE1/OPRM1/CHRNB3,6
BP,GO:0032970,regulation of actin filament-based process,27/829,392/18805,0.06887755102040816,1.5624153762832032,2.416538949415901,0.015049433257958046,0.3085766147009885,0.29007266757267214,CACNA1C/ARHGAP17/PROX1/RYR2/SVIL/SSH3/DIXDC1/TMOD2/TMOD3/CGNL1/TAOK1/SSH2/GMFG/ROCK2/NCK2/ABI2/PREX1/BAIAP2L2/CELSR1/SHANK3/DLG1/SLIT2/ANK2/SEMA5A/PDE4D/DLC1/TGFBR1,27
BP,GO:0030324,lung development,16/829,199/18805,0.08040201005025126,1.823835704457147,2.508975940744826,0.015192299402707991,0.31020259868290795,0.2916011486324661,DLG5/ERRFI1/PROX1/ABCA3/MOSMO/ODAD4/LAMA1/SMAD2/CCBE1/EPAS1/HS6ST1/BMPR2/EP300/CELSR1/HIPK2/ZFPM2,16
BP,GO:0009132,nucleoside diphosphate metabolic process,12/829,134/18805,0.08955223880597014,2.03139909619574,2.573067699726077,0.015425316743900724,0.31364810712598135,0.29484004548210246,AK4/AK5/MAGI3/PFKP/OGDHL/ACTN3/DLG2/RPTOR/HDAC4/EP300/ZBTB20/DLG1,12
BP,GO:0035592,establishment of protein localization to extracellular region,26/829,375/18805,0.06933333333333333,1.5727543224768796,2.405897930052939,0.015590910365769761,0.3156997617633047,0.29676867164893916,ZBED6/MCU/BRSK2/BMAL1/F2/ANO1/SNX19/LTBP2/RAB27A/RAB11FIP3/PRKCB/VPS35/GNAO1/MYO18A/PRKCA/MYOM1/SMAD2/KCNB1/COMT/AP1B1/PLA2G6/PPARG/OPRM1/PPIA/RAB11FIP1/VPS13A,26
BP,GO:0002363,alpha-beta T cell lineage commitment,5/829,34/18805,0.14705882352941177,3.3358759667920244,2.927530233446825,0.015836815008287798,0.31657021361562654,0.29758692643160056,BCL2/IL12RB1/EP300/IL6ST/BRD2,5
BP,GO:0018198,peptidyl-cysteine modification,5/829,34/18805,0.14705882352941177,3.3358759667920244,2.927530233446825,0.015836815008287798,0.31657021361562654,0.29758692643160056,NOS1AP/ATP2B4/RAB6A/ZDHHC21/DMD,5
BP,GO:0014743,regulation of muscle hypertrophy,8/829,74/18805,0.10810810810810811,2.4523196296417047,2.6881496485795053,0.01597882685468699,0.31657021361562654,0.29758692643160056,ATP2B4/PRKCA/ROCK2/PPARG/IL6ST/JARID2/PI16/MLIP,8
BP,GO:0050881,musculoskeletal movement,7/829,60/18805,0.11666666666666667,2.6464616003216723,2.7430919519393617,0.01600016878687282,0.31657021361562654,0.29758692643160056,CLN8/VTI1A/ACTN3/VPS35/GIGYF2/HIPK2/DMD,7
BP,GO:0060998,regulation of dendritic spine development,7/829,60/18805,0.11666666666666667,2.6464616003216723,2.7430919519393617,0.01600016878687282,0.31657021361562654,0.29758692643160056,DLG5/EPHB2/LRP8/TANC2/SHANK3/RELN/PTPRD,7
BP,GO:1902904,negative regulation of supramolecular fiber organization,14/829,167/18805,0.08383233532934131,1.9016490541233573,2.5133442073204253,0.01602312351702044,0.31657021361562654,0.29758692643160056,SVIL/SSH3/DIAPH3/BBOF1/TMOD2/TMOD3/CGNL1/TAOK1/SSH2/GMFG/DYRK1A/SHANK3/SLIT2/DLC1,14
BP,GO:1903522,regulation of blood circulation,20/829,269/18805,0.07434944237918216,1.686539522244295,2.4355078286742757,0.01608894354068186,0.31658888902632043,0.2976044819621882,YWHAE/CACNA1C/ZMPSTE24/NOS1AP/ATP2B4/RYR2/ARHGAP42/GNAO1/TRPV1/ATP1B2/EPAS1/BMPR2/MYL3/DLG1/ANK2/PDE4D/KCNIP1/TBXAS1/ZDHHC21/DMD,20
BP,GO:0007179,transforming growth factor beta receptor signaling pathway,19/829,252/18805,0.07539682539682539,1.7102983131330536,2.4377537781975214,0.016336595949717203,0.3201710370868271,0.300971824767988,TET1/ZMIZ1/BCL9L/ACVRL1/USP15/CHST11/ERO1A/LTBP2/PML/SIN3A/SMAD2/ACVR1/EP300/PPARG/NPNT/ITGB8/HIPK2/INTS9/TGFBR1,19
BP,GO:0010830,regulation of myotube differentiation,6/829,47/18805,0.1276595744680851,2.8958242435130765,2.7945352535861283,0.016589179922789386,0.3238207920928488,0.3044027204358575,ACTN3/TRIM72/BCL2/HDAC4/NLN/HDAC9,6
BP,GO:0048592,eye morphogenesis,14/829,168/18805,0.08333333333333333,1.8903297145154805,2.489277783840775,0.016797709298227066,0.3239902306623643,0.3045619985389525,SAMD11/EPHB2/PROX1/CDON/KDM2B/PTPRM/BCL2/EFEMP1/COL5A2/ABI2/JAG1/LARGE1/TFAP2A/HIPK2,14
BP,GO:0007549,sex-chromosome dosage compensation,4/829,23/18805,0.17391304347826086,3.9450359259453505,3.0348655356946828,0.01700560192724048,0.3239902306623643,0.3045619985389525,PCGF5/RBM15B/YTHDC1/JARID2,4
BP,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,4/829,23/18805,0.17391304347826086,3.9450359259453505,3.0348655356946828,0.01700560192724048,0.3239902306623643,0.3045619985389525,CACNA1C/RYR2/ANK2/DMD,4
BP,GO:0032891,negative regulation of organic acid transport,4/829,23/18805,0.17391304347826086,3.9450359259453505,3.0348655356946828,0.01700560192724048,0.3239902306623643,0.3045619985389525,SLC43A2/PRKG1/SLC43A1/GRM7,4
BP,GO:1900273,positive regulation of long-term synaptic potentiation,4/829,23/18805,0.17391304347826086,3.9450359259453505,3.0348655356946828,0.01700560192724048,0.3239902306623643,0.3045619985389525,SQSTM1/EPHB2/SHANK3/RELN,4
BP,GO:0021879,forebrain neuron differentiation,8/829,75/18805,0.10666666666666667,2.4196220345798154,2.645393800507422,0.017219102333656085,0.3239902306623643,0.3045619985389525,PROX1/ZMIZ1/B2M/SIN3A/SHANK3/SLIT2/DCLK2/LHX6,8
BP,GO:0032409,regulation of transporter activity,16/829,202/18805,0.07920792079207921,1.7967490355790707,2.4449027834585166,0.017274791834918046,0.3239902306623643,0.3045619985389525,EPHB2/NOS1AP/CNIH3/AHNAK/CRACR2A/GNB5/ATP1B2/BCL2/ACTN4/KCNAB1/STIM2/ANK2/UTRN/OPRM1/RELN/DMD,16
BP,GO:0010563,negative regulation of phosphorus metabolic process,20/829,271/18805,0.07380073800738007,1.6740927361022704,2.40035551874861,0.017297497585219132,0.3239902306623643,0.3045619985389525,ERRFI1/EPHB2/PARD3/PRKG1/ACTN3/NTF3/TSC2/SRCIN1/SLC27A1/SIRT2/HDAC4/TRIB3/PREX1/WWTR1/SLIT2/PDE4D/PPIA/YWHAG/DNAJA1/DMD,20
BP,GO:0045936,negative regulation of phosphate metabolic process,20/829,271/18805,0.07380073800738007,1.6740927361022704,2.40035551874861,0.017297497585219132,0.3239902306623643,0.3045619985389525,ERRFI1/EPHB2/PARD3/PRKG1/ACTN3/NTF3/TSC2/SRCIN1/SLC27A1/SIRT2/HDAC4/TRIB3/PREX1/WWTR1/SLIT2/PDE4D/PPIA/YWHAG/DNAJA1/DMD,20
BP,GO:0071867,response to monoamine,7/829,61/18805,0.11475409836065574,2.603076983922957,2.6930475109979755,0.017408903007958294,0.3239902306623643,0.3045619985389525,GNB1/RGS8/GNB5/SIN3A/VPS35/GNAO1/COMT,7
BP,GO:0071869,response to catecholamine,7/829,61/18805,0.11475409836065574,2.603076983922957,2.6930475109979755,0.017408903007958294,0.3239902306623643,0.3045619985389525,GNB1/RGS8/GNB5/SIN3A/VPS35/GNAO1/COMT,7
BP,GO:0021559,trigeminal nerve development,3/829,13/18805,0.23076923076923078,5.234759209427485,3.2799690995343673,0.017527340347308233,0.3239902306623643,0.3045619985389525,TFAP2A/SEMA3A/PLXNA4,3
BP,GO:0034498,early endosome to Golgi transport,3/829,13/18805,0.23076923076923078,5.234759209427485,3.2799690995343673,0.017527340347308233,0.3239902306623643,0.3045619985389525,RAB6A/SNX1/SNX8,3
BP,GO:0072310,glomerular epithelial cell development,3/829,13/18805,0.23076923076923078,5.234759209427485,3.2799690995343673,0.017527340347308233,0.3239902306623643,0.3045619985389525,MYO1E/JAG1/MAGI2,3
BP,GO:0007212,G protein-coupled dopamine receptor signaling pathway,5/829,35/18805,0.14285714285714285,3.2405652248836803,2.8491501283623446,0.017824177639560807,0.3245596525412565,0.30509727475728987,GNB1/RGS8/GNB5/VPS35/GNAO1,5
BP,GO:0048048,embryonic eye morphogenesis,5/829,35/18805,0.14285714285714285,3.2405652248836803,2.8491501283623446,0.017824177639560807,0.3245596525412565,0.30509727475728987,PROX1/KDM2B/EFEMP1/TFAP2A/HIPK2,5
BP,GO:0050775,positive regulation of dendrite morphogenesis,5/829,35/18805,0.14285714285714285,3.2405652248836803,2.8491501283623446,0.017824177639560807,0.3245596525412565,0.30509727475728987,EPHB2/LRP8/RELN/PTPRD/ANAPC2,5
BP,GO:0086005,ventricular cardiac muscle cell action potential,5/829,35/18805,0.14285714285714285,3.2405652248836803,2.8491501283623446,0.017824177639560807,0.3245596525412565,0.30509727475728987,CACNA1C/NOS1AP/RYR2/DLG1/ANK2,5
BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,20/829,272/18805,0.07352941176470588,1.6679379833960122,2.3828877630023646,0.01792777596943466,0.325232515728034,0.30572978937505874,GABBR1/GNB1/ADGRL2/LPAR3/ATP2B4/PDE3A/ADGRD1/ADCY7/GNAO1/ADGRG3/PRKCA/ADGRE2/RAMP1/GRM7/PDE4D/ARRDC3/GRM1/OPRM1/GRM8/VIPR2,20
