"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change","Sig"
"PYCARD",91.2593333333334,244.032333333333,8.41640009473433,0.000883081690721606,1,-0.605502518738761,"Up","Sig"
"PLOD2",-3635.999,4641.66616666667,-8.31858443001205,0.000925312934293576,1,-0.661816609161773,"Down","Sig"
"SOCS4",494.333,1307.8335,8.04459200380712,0.00105751379738466,1,-0.822849372451888,"Up","Sig"
"ATF2",304.035,1152.63916666667,8.01107868548349,0.00107523059009785,1,-0.84288786832001,"Up","Sig"
"SYT11",2231,2233.5,7.99097070640227,0.00108603536686384,1,-0.854947495853868,"Up","Sig"
"EIF4E2",552.189,1871.87483333333,7.96063369368113,0.0011025895972632,1,-0.873194065876615,"Up","Sig"
"PTEN",-1705.455,2523.15616666667,-7.92201310565258,0.00112411382581742,1,-0.896514180524021,"Down","Sig"
"RAB3D",108.695666666667,1313.71783333333,7.74832842183083,0.00122752141130249,1,-1.00267407713959,"Up","Sig"
"PCYOX1",-347.333333333333,1721.33333333333,-7.7055107799519,0.00125478215944858,1,-1.02917365927589,"Down","Sig"
"BLOC1S6",-522.344333333333,2291.16183333333,-7.55114422902568,0.00135942456882827,1,-1.12581609582172,"Down","Sig"
"MYL12B",-11023.7006666667,12569.7096666667,-7.32703614925887,0.00153107124492347,1,-1.26929229089248,"Down","Sig"
"ARNT",-412.333,1281.83316666667,-7.18236354470046,0.00165605569000149,1,-1.36398091764893,"Down","Sig"
"CHRNB2",7.33333333333333,4.33333333333333,7.12492131968996,0.00170912222032154,1,-1.40204041596811,"Up","Sig"
"UVRAG",-1054.743,2198.3985,-7.09223569457912,0.00174024632563964,1,-1.42381645001529,"Down","Sig"
"GDF11",267.898,418.018333333333,7.05123872089575,0.00178027019813873,1,-1.45125340971174,"Up","Sig"
"RAB27A",541.670333333334,1056.58783333333,7.01358195102883,0.00181802844769453,1,-1.47657718104619,"Up","Sig"
"SPTLC1",929.337333333332,2242.998,6.98686156804757,0.00184541535917532,1,-1.49461786097678,"Up","Sig"
"ZDHHC20",431.332,1794,6.90680098116827,0.0019305447698427,1,-1.54903103161969,"Up","Sig"
"RAB39B",49.6666666666667,36.1666666666667,6.79045041305056,0.00206298684982241,1,-1.62908367665265,"Up","Sig"
"SEMA4F",232.001,247.333166666667,6.73409866295013,0.00213111249123854,1,-1.66827806518813,"Up","Sig"
"ABRAXAS1",96.6496666666669,538.001833333333,6.68935703766997,0.00218716556865737,1,-1.69959676727094,"Up","Sig"
"ERMP1",391.342,970.022,6.55059867692637,0.0023728232766499,1,-1.79786882727825,"Up","Sig"
"IL10RB",736.093666666667,881.3555,6.53578070612613,0.0023937661291885,1,-1.80846685047831,"Up","Sig"
"SS18L1",146.651666666667,308.286833333333,6.51378517157098,0.00242527059651589,1,-1.82423568853588,"Up","Sig"
"INTS6-AS1",-12.4046666666667,17.9973333333333,-6.50308306664141,0.00244078211980676,1,-1.83192432698915,"Down","Sig"
"USP15",561.999666666667,1373.99983333333,6.49523716785628,0.00245223077401684,1,-1.83756775080299,"Up","Sig"
"ZFR",738.999666666666,3335.83283333333,6.3104179554748,0.00274187139871119,1,-1.97218106605486,"Up","Sig"
"EHMT2",-947.672,776.497666666667,-6.28267930231162,0.0027888630803905,1,-1.992666499692,"Down","Sig"
"NHERF1",-123.132,395.091666666667,-6.21834803727257,0.00290167633974789,1,-2.04046509574734,"Down","Sig"
"HIPK3",1823.667,2143.49983333333,6.19871055535148,0.00293721510214104,1,-2.05513697911483,"Up","Sig"
"RPL26",-13226.866,14413.8646666667,-6.1342463095366,0.00305766360149618,1,-2.10357008440536,"Down","Sig"
"VPS4B",-1181,1983.83333333333,-6.05323964282809,0.00321766273495537,1,-2.16502462824983,"Down","Sig"
"THAP9-AS1",264.945333333333,421.057333333333,5.97096521158007,0.00339071312238323,1,-2.22812801267651,"Up","Sig"
"POMT1",181.000333333333,975.5005,5.95258837687661,0.00343089924276342,1,-2.2423186496091,"Up","Sig"
"MFSD14A",255.064666666667,1314.40166666667,5.9155141926853,0.00351374935055211,1,-2.27105502741845,"Up","Sig"
"ZCCHC3",430,823.333333333333,5.86413596117552,0.00363262359618964,1,-2.3111182522059,"Up","Sig"
"SEPTIN1",7,11.8333333333333,5.74794821673145,0.00391997243879172,1,-2.4027603049694,"Up","Sig"
"CCDC28A",-169.666666666667,246.5,-5.74369359352943,0.00393100882785506,1,-2.40614387750797,"Down","Sig"
"TLCD5",111.333,399.999833333333,5.71849329049572,0.00399715679213944,1,-2.42622557186356,"Up","Sig"
"USP38",326.667,1191.00016666667,5.71638605531459,0.00400274903696091,1,-2.42790795108079,"Up","Sig"
"PIGS",-565.000333333333,1919.83383333333,-5.6938782091222,0.00406307749213947,1,-2.44590834323068,"Down","Sig"
"RNASE6",-3.66666666666667,2.16666666666667,-5.63273275669804,0.00423262539042586,1,-2.49509230088548,"Down","Sig"
"NDEL1",-390.333333333333,1976.16633333333,-5.60676949467795,0.00430720771227147,1,-2.51610291645707,"Down","Sig"
"KRCC1",182,910,5.60553791082078,0.00431078500795854,1,-2.51710145188722,"Up","Sig"
"ST13",-2040.002,7496.31666666667,-5.58945471046033,0.00435783318724488,1,-2.53015699221574,"Down","Sig"
"AGO4",403,937.166666666667,5.5501517623607,0.00447545213083847,1,-2.5621844653978,"Up","Sig"
"CHMP3",-888.420666666666,3235.122,-5.38280925753561,0.00502143523044658,1,-2.70053999485848,"Down","Sig"
"PRRT2",17.4943333333333,22.3261666666667,5.37903040164323,0.00503466874672954,1,-2.70370205866802,"Up","Sig"
"VAMP1",25.0006666666667,81.5,5.37801649530373,0.00503822661934871,1,-2.70455076066474,"Up","Sig"
"SEC24B",621.667,1721.16616666667,5.31412645673903,0.00526869104752261,1,-2.7582770890102,"Up","Sig"
"RO60",-391.259,1976.13183333333,-5.30777706336792,0.0052922848906728,1,-2.76364305031236,"Down","Sig"
"DDAH1",-3088.03666666667,4951.29033333333,-5.30370536124246,0.0053074823099996,1,-2.76708665051029,"Down","Sig"
"KLHL9",677.666666666667,1769.83333333333,5.2897096943327,0.00536012471595784,1,-2.77893855050175,"Up","Sig"
"CYP1A1",-585.333333333333,784.667,-5.25557875556535,0.00549117488205235,1,-2.80794068813388,"Down","Sig"
"PHYKPL",199.119333333333,728.021666666667,5.23006152703296,0.0055916890877338,1,-2.82971584058979,"Up","Sig"
"ZNF148",-306.001333333333,1862.99966666667,-5.18038022192661,0.00579384734153723,1,-2.87233986484368,"Down","Sig"
"PXMP2",-107.666333333333,344.499833333333,-5.14356027724435,0.00594938954239594,1,-2.9041257651912,"Down","Sig"
"RABAC1",587.280333333334,2386.94883333333,5.14276482366104,0.00595280517009576,1,-2.90481431891536,"Up","Sig"
"STEAP3",1359.75533333333,1478.321,5.13498931609725,0.00598631780580951,1,-2.91154903188938,"Up","Sig"
"CNIH2",-3.33333333333333,3.33333333333333,-5.12066614245277,0.00604864980755623,1,-2.92397468582348,"Down","Sig"
"RPS6P1",1.66666666666667,0.833333333333333,5.12061103792833,0.00604889112307602,1,-2.92402253958364,"Up","Sig"
"KIF1C-AS1",1.66666666666667,0.833333333333333,5.12061103792833,0.00604889112307603,1,-2.92402253958364,"Up","Sig"
"CTRB1",1.66666666666667,1.16666666666667,5.12061103792833,0.00604889112307603,1,-2.92402253958364,"Up","Sig"
"LINC01600",-1.66666666666667,0.833333333333333,-5.12061103792833,0.00604889112307603,1,-2.92402253958364,"Down","Sig"
"LOC105371046",-1.66666666666667,0.833333333333333,-5.12061103792833,0.00604889112307603,1,-2.92402253958364,"Down","Sig"
"RTF1",917.333333333334,2368,5.12044078278195,0.00604963678341957,1,-2.92417039461107,"Up","Sig"
"APOBEC3G",114.93,162.432333333333,5.10096189774693,0.00613568574113965,1,-2.94111041657651,"Up","Sig"
"PRH1",7.02083333333334,6.92841666666667,5.07644469826269,0.00624610300050495,1,-2.96249971872548,"Up","Sig"
"CEND1",211,118.5,5.06947524179019,0.00627792812429102,1,-2.968593826109,"Up","Sig"
"RPL5P12",2.33333333333333,1.5,5.06918267116796,0.00627926838749093,1,-2.96884978449571,"Up","Sig"
"CYRIA",1028.33333333333,1486.16666666667,5.04140439900206,0.00640810905361225,1,-2.99320119241603,"Up","Sig"
"RSPH3",-121.286666666667,374.634333333333,-5.03644820005573,0.00643143109811658,1,-2.99755625166002,"Down","Sig"
"UBTF",595.659,2900.49716666667,5.02598548429615,0.00648100213170206,1,-3.00676019316927,"Up","Sig"
"GRAMD2A",4,5,5.01721367599043,0.00652291761801875,1,-3.01448740237748,"Up","Sig"
"TMEM262",-7.29333333333333,11.1506666666667,-5.01199297838173,0.00654801969360136,1,-3.01909104658922,"Down","Sig"
"CPEB2",-281.999666666667,942.999833333333,-5.01134674128987,0.00655113502293905,1,-3.01966114456227,"Down","Sig"
"MTPN",3659.66666666667,8338.5,5.00720920204602,0.00657112339311598,1,-3.02331246663823,"Up","Sig"
"GPR173",51,67.8333333333333,4.98254573561557,0.00669181087451751,1,-3.0451231028659,"Up","Sig"
"TLN1",14807,16160.833,4.96065459445308,0.00680117900263269,1,-3.06454753937231,"Up","Sig"
"RNA5-8SP10",163.908,81.954,4.94455175189166,0.00688300699667643,1,-3.07887536254093,"Up","Sig"
"TPST1",167,672.833333333333,4.93958487106576,0.00690848590165185,1,-3.0833015117237,"Up","Sig"
"EPHB1",448.666666666667,1234.33333333333,4.93840795522061,0.00691453985686264,1,-3.0843507681061,"Up","Sig"
"WBP1L",-938.999666666666,2022.83316666667,-4.92661807952563,0.0069755404081119,1,-3.09487171626586,"Down","Sig"
"FGFBP3",10,21,4.91979273175539,0.00701115120263283,1,-3.10097071216609,"Up","Sig"
"GOLGA4",2427.99166666667,4501.32116666667,4.85057832890106,0.00738494234260732,1,-3.16316309910739,"Up","Sig"
"ERMARD",112.999333333333,256.833666666667,4.84630953310707,0.00740877250262729,1,-3.16701940996881,"Up","Sig"
"BET1",345.667333333333,869.833333333333,4.83413833044721,0.00747722752236486,1,-3.17802774731837,"Up","Sig"
"PC",-61.4126666666666,211.721,-4.78429493668211,0.00776563526460072,1,-3.22331397921159,"Down","Sig"
"ARPP19",-955.332333333332,5684.99983333333,-4.78423515917406,0.00776598911568708,1,-3.22336848991825,"Down","Sig"
"EIF3K",369.666333333334,2773.83316666667,4.76492354380632,0.00788132673744499,1,-3.24100364259078,"Up","Sig"
"SEZ6L2",266.666666666667,452.999666666667,4.72638224435437,0.00811773787794378,1,-3.27634881605557,"Up","Sig"
"ANXA10",-4.33333333333333,2.5,-4.70712352210554,0.00823906457700412,1,-3.29408556076902,"Down","Sig"
"SH3D21",91.4383333333334,138.130166666667,4.69499702001834,0.00831657916656351,1,-3.30527951964945,"Up","Sig"
"TCF25",-391.257999999999,2375.463,-4.6391357631566,0.00868518254288673,1,-3.35710373586871,"Down","Sig"
"BTN3A1",-134.476666666667,452.933666666667,-4.63697396742044,0.00869983775019885,1,-3.35911788414292,"Down","Sig"
"CHD1L",-182.333333333333,1415.167,-4.63263750362505,0.00872932513756537,1,-3.36316010961728,"Down","Sig"
"SNX5",-492,1866.334,-4.62382979107401,0.00878958702874788,1,-3.37137816027911,"Down","Sig"
"GLYR1",-956.961666666667,3407.14783333333,-4.62236493736473,0.00879965790329779,1,-3.37274598003215,"Down","Sig"
"SFT2D3",117.766,108.569666666667,4.61897349524406,0.0088230273436872,1,-3.37591390269502,"Up","Sig"
"SEC24A",502.210666666666,1336.35566666667,4.61328564974968,0.0088623882787746,1,-3.38123043913846,"Up","Sig"
"ZSWIM8",1010.724,2729.25766666667,4.59191271880702,0.0090121913335519,1,-3.40124805709281,"Up","Sig"
"CLDND1",510.543999999999,2466.957,4.56515631199459,0.00920403771935114,1,-3.42639698153438,"Up","Sig"
"DCAF10",-296.999333333334,1720.50033333333,-4.56257258240762,0.00922282180384708,1,-3.42883075237948,"Down","Sig"
"MSANTD1",4.66666666666667,2.66666666666667,4.5340408398027,0.00943334300433987,1,-3.45576842581626,"Up","Sig"
"TMEM248",-972.001,3248.66683333333,-4.51550453133558,0.00957320670530424,1,-3.47333012495528,"Down","Sig"
"FAM135A",260.333666666667,442.499833333333,4.43939765739374,0.0101741901277612,1,-3.54594279329471,"Up","Sig"
"FAM241A",1256.33333333333,3299.16666666667,4.42690523919265,0.0102771096171273,1,-3.55794010674504,"Up","Sig"
"TTC31",167.000666666667,518.166666666667,4.40940162986367,0.0104234213697806,1,-3.57478744144877,"Up","Sig"
"RPL17P39",8.99533333333333,14.8063333333333,4.40921288000322,0.0104250126738914,1,-3.57496935288947,"Up","Sig"
"RAB8A",-227.359,1422.77483333333,-4.40527747833122,0.0104582574923794,1,-3.57876333527529,"Down","Sig"
"VANGL1",-502.000333333333,1585.66683333333,-4.39932322177378,0.0105087986843796,1,-3.58450783775671,"Down","Sig"
"BHMT2",-8.33333333333334,12.8333333333333,-4.39094888994986,0.010580378222143,1,-3.59259575584686,"Down","Sig"
"PMF1",-83.4853333333334,848.150666666667,-4.38977788114759,0.0105904338966773,1,-3.59372751574704,"Down","Sig"
"COPS7A",-336.333666666667,1480.50016666667,-4.35148676390491,0.0109256446031503,1,-3.63084381897353,"Down","Sig"
"EEF1A1P10",4,2.66666666666667,4.34503709732819,0.0109833496158728,1,-3.63711639269467,"Up","Sig"
"PIWIL2-DT",2,2.33333333333333,4.34501371814397,0.0109835594516791,1,-3.63713914087029,"Up","Sig"
"KCNK7",2,1.33333333333333,4.34501371814397,0.0109835594516791,1,-3.63713914087029,"Up","Sig"
"APOBEC3H",2,2.66666666666667,4.34501371814396,0.0109835594516791,1,-3.63713914087029,"Up","Sig"
"IFITM2",1081.124,4163.942,4.33575166204663,0.0110670683227291,1,-3.64615742866217,"Up","Sig"
"UACA",-3475.66833333333,8602.1665,-4.32516288334303,0.0111634722259831,1,-3.65648273028207,"Down","Sig"
"FBXW2",653.666,2757.49966666667,4.32123341058689,0.011199502997098,1,-3.66031856039183,"Up","Sig"
"SAR1B",501.123,1077.9775,4.30886047641252,0.0113138674767879,1,-3.67241127131248,"Up","Sig"
"MED28",463.699333333333,1398.48333333333,4.30680025217661,0.0113330458265368,1,-3.67442699483865,"Up","Sig"
"TM9SF4",-653.667,1931.83316666667,-4.30429400029742,0.011356428655661,1,-3.67687994370168,"Down","Sig"
"ATP6V0E1",-1660.334,3850.83333333333,-4.29973533157956,0.0113991082830513,1,-3.68134400061165,"Down","Sig"
"SNX27",333.968666666667,704.339,4.28983560755012,0.0114924551614636,1,-3.69104868096211,"Up","Sig"
"TECR",-97.0169999999999,752.458166666667,-4.28524613218802,0.0115360405221542,1,-3.69555257949632,"Down","Sig"
"AGAP2",66.4993333333333,44.0393333333333,4.27280800022478,0.0116551607882502,1,-3.70777423746946,"Up","Sig"
"RPL35P5",7.98333333333333,9.01,4.26920480175407,0.0116899431230229,1,-3.71131894694412,"Up","Sig"
"SRPK2",780.571666666667,1972.70783333333,4.2606196822087,0.0117733183052354,1,-3.71977235989049,"Up","Sig"
"PEMT",-107.009333333333,447.158,-4.25819320860293,0.0117970119841588,1,-3.72216356358062,"Down","Sig"
"DICER1",-2073.666,2381.50033333333,-4.2579784120553,0.0117991121440021,1,-3.72237527950092,"Down","Sig"
"PSPN",-15.6666666666667,50.5,-4.25452264499647,0.0118329622183983,1,-3.72578241274303,"Down","Sig"
"LAMTOR3",252.000666666667,787,4.25247440534191,0.0118530800231025,1,-3.72780265296883,"Up","Sig"
"MSRB3",1685.00033333333,4179.16683333333,4.24764568712232,0.011900669737449,1,-3.73256779670327,"Up","Sig"
"SYNPO",4589.66633333333,11912.5001666667,4.24183315270695,0.0119582588209047,1,-3.73830834048164,"Up","Sig"
"ZNF85",66.1243333333333,164.0625,4.22698705122423,0.0121068687792454,1,-3.75299309075455,"Up","Sig"
"CCDC25",-347.667666666667,2182.83283333333,-4.22389709382569,0.0121380762640696,1,-3.75605354060915,"Down","Sig"
"L1CAM",79,62.8333333333333,4.22010842128742,0.012176471817994,1,-3.75980795140101,"Up","Sig"
"COQ6",-20.1556666666667,343.625166666667,-4.20444283851606,0.0123367801915351,1,-3.77535432330806,"Down","Sig"
"HERPUD2",678.461333333334,1079.39633333333,4.20067056608349,0.0123757583567669,1,-3.77910329873471,"Up","Sig"
"RPL26P4",-1.45133333333333,1.39233333333333,-4.18729589658404,0.0125151467714885,1,-3.79241231223617,"Down","Sig"
"BTRC",465.333,910.666166666667,4.18666948765406,0.0125217209327774,1,-3.79303629467166,"Up","Sig"
"STAT3",1267.00033333334,6778.8325,4.17974494910997,0.0125946694374518,1,-3.79993788014249,"Up","Sig"
"SNRNP27",243.666666666667,565.833333333333,4.15637657610792,0.0128446242981906,1,-3.82328126681199,"Up","Sig"
"SAXO3",2.66666666666667,2.66666666666667,4.09653291396221,0.0135122190265495,1,-3.88343159925817,"Up","Sig"
"TNN",1.33333333333333,0.666666666666667,4.09648883034266,0.0135127258558427,1,-3.8834761060286,"Up","Sig"
"ADAD2",1.33333333333333,0.666666666666667,4.09648883034266,0.0135127258558427,1,-3.8834761060286,"Up","Sig"
"RIMBP2",-1.33333333333333,0.666666666666667,-4.09648883034266,0.0135127258558427,1,-3.8834761060286,"Down","Sig"
"RPS12P29",-1.33333333333333,0.666666666666667,-4.09648883034266,0.0135127258558427,1,-3.8834761060286,"Down","Sig"
"MYO1D-DT",-1.33333333333333,0.666666666666667,-4.09648883034266,0.0135127258558427,1,-3.8834761060286,"Down","Sig"
"RPL14P3",-1.33333333333333,0.666666666666667,-4.09648883034266,0.0135127258558427,1,-3.8834761060286,"Down","Sig"
"KRTAP5-9",1.33333333333333,0.666666666666667,4.09648883034266,0.0135127258558428,1,-3.8834761060286,"Up","Sig"
"LRIT3",-1.33333333333333,0.666666666666667,-4.09648883034266,0.0135127258558428,1,-3.8834761060286,"Down","Sig"
"ALX4",1.33333333333333,1.66666666666667,4.09648883034266,0.0135127258558428,1,-3.88347610602861,"Up","Sig"
"LOC643015",1.332,2.668,4.09640867572596,0.0135136474514075,1,-3.88355703078127,"Up","Sig"
"WDR54",116.666333333333,356.3335,4.09554666558181,0.0135235633439448,1,-3.88442738407015,"Up","Sig"
"VPS36",-541.000666666667,1715.16666666667,-4.08748862184217,0.013616677662322,1,-3.892568805807,"Down","Sig"
"SYNGAP1-AS1",-1.33533333333333,0.667666666666667,-4.07816527203369,0.0137253687598334,1,-3.9020007796414,"Down","Sig"
"CCDC136",66.6666666666667,62.9996666666667,4.04746372006181,0.0140906686918774,1,-3.93315237435136,"Up","Sig"
"MATR3",-776.7135,4312.15241666667,-4.04479700831852,0.0141229419063997,1,-3.93586487540927,"Down","Sig"
"LOC128125822",700.812666666667,1733.97066666667,4.03539468577563,0.0142374359642648,1,-3.94543720024647,"Up","Sig"
"TIMM17B",136.999666666667,467.500166666667,4.02246483006463,0.014396696521169,1,-3.95862263702971,"Up","Sig"
"RDX",1629.33266666667,6181.66633333333,4.00050847190611,0.0146720268890903,1,-3.98107092499382,"Up","Sig"
"POLR3E",315.689666666667,613.514166666667,3.99957692188573,0.014683846400164,1,-3.98202496087426,"Up","Sig"
"RPS2P29",4.266,2.428,3.99835375019913,0.0146993832252116,1,-3.98327785738614,"Up","Sig"
"MGST2",-195.269,1293.8675,-3.96869481512725,0.0150821719921561,1,-4.01372705395912,"Down","Sig"
"TPGS2",-957.426666666666,2863.695,-3.96078649180558,0.0151862349864886,1,-4.02186867203595,"Down","Sig"
"CLTB",-655.000333333333,1928.16683333333,-3.94943051988897,0.0153371622087456,1,-4.03357629842981,"Down","Sig"
"SULF2",7110.35533333333,19017.402,3.94865554611168,0.0153475269184012,1,-4.03437598662884,"Up","Sig"
"ALCAM",4829.99966666667,5104.99983333333,3.93444280717448,0.0155390972552726,1,-4.04905822230839,"Up","Sig"
"DHX40",808.346333333333,1410.99516666667,3.93178639764107,0.0155752170480094,1,-4.0518058014698,"Up","Sig"
"GNB1",3705.281,14157.6411666667,3.92484322702157,0.0156700972963223,1,-4.05899235561003,"Up","Sig"
"MACF1",3431.66666666666,20050.167,3.92015648377547,0.0157345313882438,1,-4.06384755050993,"Up","Sig"
"EEF1AKMT1",-24.6666666666667,139,-3.91880737865115,0.0157531374410014,1,-4.06524576775456,"Down","Sig"
"SAMD1",-160,517,-3.91332351597088,0.0158290372918764,1,-4.07093212714061,"Down","Sig"
"ZNF470-DT",-13.3333333333333,20,-3.90590438057837,0.0159324153322642,1,-4.07863254379628,"Down","Sig"
"DLG3",68,96,3.89712915034078,0.0160557266268029,1,-4.08775134713642,"Up","Sig"
"CD46",-1464.444,4456.90033333333,-3.8930577907178,0.0161133231043744,1,-4.09198611740587,"Down","Sig"
"TSPOAP1-AS1",2.584,2.63566666666667,3.87539587948106,0.0163660409546185,1,-4.11038634849413,"Up","Sig"
"LOC644456",3.33566666666667,3.66816666666667,3.87412824745052,0.0163843594253386,1,-4.11170881234719,"Up","Sig"
"LINC00294",120.088666666667,291.006333333333,3.87230022313907,0.0164108189823029,1,-4.11361634288099,"Up","Sig"
"NGFR",3.33333333333333,2.66666666666667,3.87086571081578,0.016431618226749,1,-4.11511360577736,"Up","Sig"
"KIF5B",-4101,7435.16666666667,-3.84274618198365,0.0168457181365977,1,-4.14452705030509,"Down","Sig"
"CAV2",-2335.33333333333,7848.33333333333,-3.82511879101651,0.0171116248672318,1,-4.16302762115493,"Down","Sig"
"ZFYVE16",-335.835333333333,2156.29366666667,-3.81364811547922,0.0172873340199315,1,-4.17509222775075,"Down","Sig"
"CAMLG",332.333666666667,1041.50016666667,3.81230123728858,0.0173081057415542,1,-4.17651017659093,"Up","Sig"
"EMILIN3",3.65,2.736,3.81220915240461,0.0173095269667705,1,-4.17660713073791,"Up","Sig"
"RNA5-8SN1",137.041333333333,68.5206666666667,3.80604284596377,0.0174050126031837,1,-4.18310247747906,"Up","Sig"
"RPL12P12",-3.01866666666667,2.53333333333333,-3.80387131116145,0.0174387875851956,1,-4.18539128525967,"Down","Sig"
"RPL8P5",10.3333333333333,6.83333333333333,3.79464017088356,0.0175832343810392,1,-4.19512907919121,"Up","Sig"
"SEC63",915.047,2740.17883333333,3.77983383819877,0.0178178940040302,1,-4.21077556535052,"Up","Sig"
"FES",170.332666666667,713.500666666667,3.77221459871102,0.0179400940735407,1,-4.2188403561959,"Up","Sig"
"VCF2",43.3333333333333,159.000333333333,3.7658456175643,0.0180430046855573,1,-4.2255886715503,"Up","Sig"
"LPIN3",67.3503333333334,105.097166666667,3.76446109708688,0.0180654683636075,1,-4.22705648457805,"Up","Sig"
"PAOX",24.0206666666667,80.683,3.76346591037234,0.0180816356186594,1,-4.22811172494737,"Up","Sig"
"LOC101928505",3,2.5,3.76291025699282,0.0180906699146522,1,-4.22870097545997,"Up","Sig"
"SPDYE6",-12.272,13.572,-3.75500465938782,0.0182197870814102,1,-4.23708975920838,"Down","Sig"
"RYR3",-7.99366666666667,11.9625,-3.73154334391311,0.0186094419572543,1,-4.26204205036003,"Down","Sig"
"GNAQ",-443.332666666667,3821.66633333333,-3.72764240965979,0.0186751829881249,1,-4.26619916835463,"Down","Sig"
"PKP4",-541.678333333334,1857.4955,-3.72541615428924,0.0187128244841202,1,-4.26857268574365,"Down","Sig"
"LMTK3",10.3333333333333,8.16666666666667,3.71585016514398,0.0188755916034802,1,-4.2787802002906,"Up","Sig"
"PJVK",7.99966666666666,10.3331666666667,3.70501638282036,0.019061958152968,1,-4.29035769130105,"Up","Sig"
"BMAL1",-118.275,590.137166666667,-3.70479705149704,0.0190657535967917,1,-4.29059226741458,"Down","Sig"
"CPEB3",-43.0003333333333,155.499833333333,-3.69124577071651,0.0193019970710683,1,-4.30509994132331,"Down","Sig"
"SH3KBP1",-951.332333333333,1320.00016666667,-3.69088502634514,0.0193083332017753,1,-4.3054865356137,"Down","Sig"
"TIRAP",-109.904333333333,341.8315,-3.68667029265926,0.019382543559659,1,-4.31000478447268,"Down","Sig"
"LOC124901355",5.06433333333333,7.1675,3.68361412735381,0.0194365656198934,1,-4.31328276090434,"Up","Sig"
"MTF2",170.666666666667,708,3.68277620182378,0.019451408234698,1,-4.31418175534588,"Up","Sig"
