"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"UGDH",0.00261331092151173,0.378980849906495,0.17,0.091,1
"OCEL1",0.00262883432319022,0.333870584550379,0.14,0.071,1
"ISG20",0.00263609518736267,-1.190535488739,0.228,0.312,1
"SMTN",0.0026523531163182,0.256955682803368,0.544,0.389,1
"PGM2L1",0.00267348103752054,0.346305959177871,0.234,0.139,1
"TCEB1",0.0027107164424597,-0.872333409301886,0.713,0.627,1
"UFSP2",0.00271345679788994,0.347586882440818,0.187,0.104,1
"CTC-526N19.1",0.0027306747945265,0.670511915370485,0.175,0.099,1
"IFT88",0.00274744122045489,0.699463142253363,0.105,0.048,1
"TRMT10C",0.00276624009898197,0.397905504934646,0.193,0.109,1
"ARHGAP12",0.00276899636433221,0.349136950326064,0.216,0.125,1
"SCAP",0.00276980931246545,0.565782787403887,0.111,0.051,1
"KIF13B",0.00277506971913522,0.348675468366979,0.135,0.067,1
"RHOA",0.00277762419735465,-0.297233009390806,0.883,0.792,1
"SENP7",0.0027839427997237,0.603450895785051,0.152,0.08,1
"TMEM184B",0.00278566507676125,0.663349530238189,0.175,0.098,1
"PPARA",0.00279057489485709,0.336583067399455,0.123,0.058,1
"ARL2",0.00280694650265575,0.366354404444016,0.579,0.421,1
"CKS2",0.0028087825796845,-1.22613255663883,0.287,0.365,1
"MTUS1",0.00281440809004373,0.276175068477128,0.316,0.207,1
"ARFGAP2",0.00285231220088225,0.269926929554301,0.175,0.095,1
"IGHA2",0.00286318057720444,-2.53264514560512,0.058,0.133,1
"PRRC1",0.00288003468909658,0.407043380347052,0.164,0.088,1
"PPARG",0.00288247945847453,0.470319974442764,0.181,0.102,1
"TRPC4AP",0.00289593261902071,0.285965177402305,0.135,0.067,1
"MRPL35",0.00289894021026188,0.433961997117312,0.14,0.071,1
"APP",0.00298557830709824,-0.292185329903189,0.936,0.873,1
"EIF2B5",0.00300030105683111,0.29405127244001,0.135,0.067,1
"SLC7A7",0.00304746308582632,0.558824405178574,0.187,0.108,1
"SDCBP",0.00305823479989981,-0.302286288600296,0.977,0.887,1
"RDH14",0.00307010989618293,0.540898271502569,0.135,0.068,1
"ZBTB8A",0.0030775911545548,0.553434383962689,0.129,0.064,1
"TIFA",0.00311407703862464,-1.68667432729718,0.076,0.158,1
"FRZB",0.00314096201460874,0.432848540627255,0.158,0.083,1
"KIDINS220",0.00315448341681521,0.297460267494373,0.281,0.175,1
"HPRT1",0.00316556626766957,0.272839777711357,0.275,0.171,1
"SNW1",0.00316784880631989,0.381459685091959,0.31,0.2,1
"FOLH1",0.00320533091719069,1.05264490340312,0.117,0.058,1
"SGMS1",0.00321289879691704,0.336258854690241,0.193,0.109,1
"FOS",0.00324533726634671,-0.610165175494897,0.977,0.905,1
"KLF4",0.00324774817186692,-0.59899400066821,0.749,0.719,1
"BTG2",0.00325950134540629,-0.995690307285624,0.398,0.447,1
"MIER2",0.00330978428708853,0.839848091062874,0.123,0.061,1
"ZNF639",0.00331769755688065,0.446490063053985,0.105,0.049,1
"ARFGEF1",0.00332103532050685,0.408194104005907,0.158,0.084,1
"VSIG4",0.00335779847863173,0.407777467965867,0.135,0.068,1
"TGFBR3",0.00337604135462921,-0.906205562776776,0.444,0.488,1
"AIMP2",0.00345486361710934,0.608791655605089,0.111,0.053,1
"RNASEH2B",0.00347410928006361,0.410816627372804,0.123,0.06,1
"DNAJB1",0.00348335023126784,-0.567341409664889,0.924,0.849,1
"CD93",0.00349689570062444,-0.911184824224855,0.392,0.451,1
"DNAJA1",0.00351256856544035,-0.356281318701615,0.906,0.817,1
"MRPL53",0.00357013237398005,-2.41876306439073,0.064,0.139,1
"CFHR2",0.00359708447508064,0.584735334167184,0.111,0.053,1
"CCDC28A",0.00360365530548441,0.279223257781018,0.222,0.131,1
"USF2",0.00361484484592078,0.334738836498451,0.24,0.146,1
"DNASE1L3",0.003617868768158,0.268205965134936,0.912,0.946,1
"ZNF721",0.00376497317161819,0.37156419711293,0.164,0.09,1
"ZC3HAV1",0.00377326356704647,-1.08736106335033,0.409,0.448,1
"LGALS3BP",0.00377731430259925,0.307647821875588,0.556,0.412,1
"TBC1D10A",0.00379070970786768,0.426431190955581,0.135,0.069,1
"NQO1",0.00379416049089727,0.265471471380158,0.17,0.093,1
"SBNO2",0.00380060857245604,-1.97870070209346,0.053,0.126,1
"EXOSC8",0.00381484600118231,0.306077282043447,0.199,0.115,1
"ZNRD1",0.00382853036493154,0.259006415732643,0.211,0.123,1
"CTSF",0.00383312700649687,0.269709241574383,0.304,0.193,1
"PUS7L",0.0038887947159683,0.380855146081407,0.152,0.082,1
"ORAI1",0.003893355361226,0.362580348490437,0.228,0.136,1
"USP14",0.00391969925882102,0.250289859200933,0.211,0.122,1
"CIC",0.00399457396307745,0.350931823368881,0.111,0.053,1
"IFIT5",0.00401087291614575,0.363967741943077,0.129,0.065,1
"C3orf38",0.00403112494521248,0.353061046447534,0.117,0.057,1
"CCDC92",0.0040376774652984,0.261045373256288,0.111,0.053,1
"SNAP29",0.00410294846583158,0.400320711373176,0.181,0.103,1
"AHNAK",0.00411375420665913,0.261119531981182,0.339,0.224,1
"NR2F1",0.00416142197610274,-0.917642867951486,0.415,0.454,1
"ECM1",0.00416399207231346,0.405692181805385,0.456,0.333,1
"WAC-AS1",0.00417327322898907,0.56734246327515,0.111,0.054,1
"PDCD1LG2",0.00417493439753967,0.879752997045333,0.14,0.077,1
"FOXN2",0.00425037959335876,0.389809868447064,0.187,0.107,1
"HES1",0.00433969191798089,-0.863490504974072,0.953,0.851,1
"IL1RL1",0.00436377574957555,-1.73838435335379,0.088,0.17,1
"CEBPB",0.00438457306031674,-0.839350593687606,0.52,0.53,1
"OTUD5",0.00440318334331955,0.369671116580659,0.135,0.07,1
"CHD6",0.00441335605926529,0.316805959975969,0.193,0.111,1
"ECD",0.00443832621096574,0.608848194276364,0.14,0.075,1
"FDX1L",0.00456616211490679,0.347955745693795,0.135,0.07,1
"IFITM2",0.00457350034102084,-0.346328493275386,0.936,0.878,1
"SAMSN1",0.00460691886958574,-1.669702007885,0.111,0.191,1
"SLC25A26",0.00461894564097026,0.253006336235684,0.146,0.078,1
"SYNRG",0.00462872795507199,0.477079672301445,0.175,0.099,1
"KAT5",0.00467782993264918,0.423444744253079,0.135,0.07,1
"BCAT2",0.00469487845422929,0.641976243587141,0.111,0.054,1
"PCIF1",0.00473238473721562,0.409294552333113,0.117,0.058,1
"ACKR4",0.00479382019465323,0.629113883977501,0.129,0.068,1
"C16orf62",0.00483889786543538,0.317463683585477,0.158,0.087,1
"SMARCA1",0.00489771967467808,0.350468554519148,0.14,0.074,1
"NAGK",0.00490681197648908,0.283783624078925,0.298,0.194,1
"TBCB",0.00491254608120131,0.280462743575592,0.398,0.282,1
"SNX7",0.00494338430897554,0.367825159847023,0.123,0.062,1
"CFAP97",0.00494856618425892,0.310507071096277,0.263,0.164,1
"GBAS",0.00496060919947797,0.321202772263948,0.251,0.159,1
"HLA-DMB",0.0049745322345351,0.675320641493022,0.175,0.101,1
"JAGN1",0.00498023342197825,0.311878908949522,0.205,0.121,1
"ANKRD46",0.00498206287579043,0.406608633469148,0.158,0.087,1
"NOL8",0.00499199316408872,0.925027147544007,0.105,0.051,1
"PEX11B",0.00501998897084644,0.368781756825868,0.105,0.05,1
"SESN1",0.00519274644402127,0.290460874548613,0.129,0.067,1
"SNHG9",0.00519540626188309,-1.48806687851253,0.246,0.314,1
"TRMT61B",0.00521611708481111,0.366631905230119,0.105,0.05,1
"C5orf56",0.00525015919900005,0.273372002602849,0.269,0.172,1
"ENPP2",0.00530700120379945,0.511749483970906,0.193,0.115,1
"WRB",0.0053863706839815,0.259447286631162,0.234,0.143,1
"NUBP2",0.00542210515259417,0.390017001120593,0.222,0.138,1
"CST7",0.00544433359119333,-1.28073816649907,0.129,0.208,1
"SEC11C",0.00549114604867523,0.281224280840801,0.322,0.216,1
"FAM207A",0.00550796381188081,0.278883939564095,0.152,0.083,1
"MRPL39",0.00551651425641751,0.569728795129203,0.14,0.076,1
"WDR70",0.00554562492065366,0.266677813003418,0.135,0.071,1
"CTC-444N24.11",0.00557352490497872,-1.77680670521284,0.099,0.175,1
"ZNF189",0.00557575855735794,0.429130130632769,0.111,0.054,1
"MAP1LC3B",0.00559058000700851,-0.857589013691083,0.433,0.462,1
"SIRT6",0.00559628467210028,0.278131724025616,0.111,0.054,1
"COMMD5",0.00567188955191063,0.355509333349593,0.181,0.103,1
"TMEM126A",0.00567519614822692,0.343953488035668,0.251,0.156,1
"CFAP20",0.00568970240536842,-0.267506380813074,0.269,0.162,1
"ITPRIP",0.00576205007522861,-0.936409097192819,0.456,0.485,1
"MUT",0.00590538647590799,0.25086079644777,0.135,0.071,1
"SNAPIN",0.00591080408028471,0.287703234547394,0.269,0.172,1
"MAP7D1",0.00593047656561876,0.296485001780156,0.199,0.119,1
"ALG2",0.00594705347438573,0.713359817801443,0.158,0.091,1
"SMARCC1",0.00604984512405012,0.317794430077526,0.135,0.071,1
"FAM21C",0.00606781602167283,0.382037636128691,0.123,0.063,1
"ZDHHC4",0.00608130437038258,0.358170724096866,0.135,0.071,1
"MBIP",0.00613220027629393,0.429592437920877,0.105,0.051,1
"MAT2A",0.0062033775023494,-1.34647756948108,0.228,0.293,1
"UBALD1",0.00622470352474483,0.454996653656812,0.135,0.071,1
"HMG20A",0.0062387151079475,0.460154052961573,0.164,0.093,1
"CASC3",0.00624913072007276,0.267062358524479,0.152,0.083,1
"NDUFAF2",0.00624986228623702,0.316637078052337,0.211,0.125,1
"BRIX1",0.00628023829601838,0.293514260197109,0.199,0.119,1
"OAS3",0.00652701812037784,0.252300402254043,0.181,0.105,1
"SYVN1",0.00661694872910115,0.344241971414147,0.105,0.051,1
"NADSYN1",0.00664571750096596,0.30457689471501,0.111,0.055,1
"MSH3",0.00667436078218577,0.844599385637784,0.105,0.053,1
"BID",0.00668750823982163,0.335364346446293,0.292,0.193,1
"MIR222HG",0.00671054401161356,-2.14246266027394,0.047,0.112,1
"KIAA1586",0.00671482940147249,0.633449039994953,0.111,0.056,1
"JUNB",0.00672407959089026,-0.260550365146885,0.936,0.913,1
"CEP290",0.00673859248743177,0.290491147636514,0.129,0.067,1
"FCGR2B",0.00695649572658497,-0.430924191316939,0.661,0.69,1
"ARFIP2",0.00712125489203672,0.391704967116547,0.117,0.06,1
"RNFT1",0.00715434192385406,0.551279670899059,0.105,0.052,1
"CYR61",0.00719352655902341,0.637374460937933,0.187,0.112,1
"OGFR",0.00743725099811088,0.388094914159983,0.228,0.143,1
"DDX19A",0.00750805850587383,0.283062802192704,0.105,0.052,1
"LCLAT1",0.0075409799398369,0.32865712924552,0.105,0.052,1
"ETS2",0.00770631643289082,-0.994784093024081,0.55,0.515,1
"DDX23",0.00773085753965784,0.313156832180709,0.123,0.064,1
"RAB29",0.00775003538119424,0.368258692928746,0.14,0.077,1
"DPP4",0.00775117141809548,0.328472893917271,0.187,0.111,1
"FAM118A",0.00782408072328177,0.316682506503888,0.181,0.107,1
"CEP68",0.00790935605778594,0.472123004194605,0.123,0.065,1
"NCOA7",0.00802696308107459,-0.883140909715435,0.509,0.518,1
"KLF9",0.00804847430510117,-0.684199735172951,0.684,0.623,1
"SHPRH",0.00805155552642315,0.452785327919416,0.111,0.057,1
"GDF15",0.00807712440048166,-2.07029530376755,0.123,0.194,1
"TBC1D2B",0.00809677145689207,0.304428020829745,0.129,0.068,1
"TMEM203",0.00810928923622052,0.275085796532623,0.117,0.06,1
"RMDN2",0.00816222057449449,0.616147723193499,0.105,0.053,1
"UCKL1",0.00822702090345255,0.383124783605992,0.117,0.061,1
"ASH2L",0.0082375480594636,0.456119382408937,0.123,0.066,1
"KBTBD7",0.00823883120184172,0.365265409463637,0.105,0.053,1
"TBC1D22A",0.00826766477874186,0.395675865025145,0.146,0.082,1
"AREG",0.00831340808460162,-2.26860106740712,0.088,0.156,1
"ATG16L2",0.0083543247831538,0.630036582205754,0.117,0.062,1
"ACP2",0.0084876893969485,0.335124373416761,0.24,0.155,1
"NMRK1",0.00850462196625671,0.253841740525724,0.327,0.222,1
"PEX13",0.00851768443398853,0.324763511165341,0.129,0.069,1
"SNRNP48",0.00886030610054328,0.396152901547606,0.111,0.057,1
"BMPER",0.00888119646614361,-1.10388833811162,0.205,0.282,1
"PNP",0.00895932102878482,-1.72172039895467,0.17,0.234,1
"B4GALT7",0.00903299323936342,0.314761973948199,0.111,0.057,1
"TNFRSF10D",0.00911184562525432,-1.21039600815457,0.187,0.261,1
"CLK3",0.00911637344884487,0.305825303498301,0.181,0.109,1
"ELP2",0.00929480354799513,0.412979128805015,0.158,0.092,1
"C1GALT1C1",0.00933126441625177,0.34706458996606,0.211,0.131,1
"ZSWIM6",0.00941682705739029,-1.80385533057656,0.099,0.167,1
"PDS5B",0.00947779476608337,0.274649248062769,0.146,0.082,1
"KCNC4",0.00964485309400864,0.339691569264045,0.146,0.083,1
"TMEM123",0.0096605485362346,-0.579834001556658,0.696,0.626,1
"XPNPEP1",0.00966354940663379,0.476996737209611,0.158,0.092,1
"RP11-557H15.4",0.00983418497520122,-0.718074451649445,0.181,0.274,1
"PHF11",0.00985053578798268,0.293890197348947,0.263,0.175,1
"MYCBP2",0.00987368690962461,0.313978661240592,0.228,0.147,1
"PLEKHG1",0.00988060927643926,-1.39342965583008,0.164,0.234,1
"S100A8",0.00993611624541621,-1.72312360297884,0.053,0.115,1
"ZNF267",0.0102010935489784,-1.81323417530048,0.094,0.16,1
"HSPG2",0.0102517218103496,-0.502502017983022,0.784,0.724,1
"API5",0.0102744751814168,0.252471939229179,0.164,0.096,1
"DEF8",0.0103074250157404,0.436511207662419,0.129,0.071,1
"PLAUR",0.010421287315644,-1.27630501091841,0.164,0.237,1
"DCAF7",0.0104835937602232,0.407956944000134,0.216,0.135,1
"KIFAP3",0.0104922183576094,0.485344652004555,0.129,0.071,1
"RNASEH1",0.010526164435462,0.416225548970351,0.105,0.054,1
"PRKACB",0.0105395337199319,-1.42714477027885,0.082,0.151,1
"SNAPC3",0.0105444591808954,0.345893990054095,0.175,0.104,1
"EMP1",0.0106054539545253,-1.38343198929127,0.322,0.374,1
"DDB2",0.0106075862816006,0.521282497789889,0.117,0.062,1
"GPR155",0.0108021968592171,0.45924780716041,0.129,0.071,1
"ZNF770",0.0108541165063212,0.622298054798416,0.146,0.086,1
"SRPRA",0.0108786574677853,0.30565490161156,0.175,0.104,1
"RRP15",0.0109566811388519,0.373192301900761,0.146,0.083,1
"KAT8",0.0109654368598524,0.329051009147524,0.111,0.058,1
"DHX40",0.0111799829210837,0.346323603905494,0.123,0.067,1
"DNAAF2",0.0111938712668039,0.515376994340169,0.105,0.054,1
"MIS12",0.0112577894720227,0.476579982880994,0.123,0.067,1
"MCRS1",0.0113000726056138,0.314707507309137,0.135,0.075,1
"APOOL",0.0113896666414015,0.360264547907936,0.111,0.058,1
"NAGA",0.0115365002573383,-0.302307204036146,0.111,0.057,1
"CYTH1",0.0117350256758384,-1.13010670202557,0.199,0.267,1
"UBP1",0.0117546967065979,0.318097391985242,0.129,0.071,1
"RASSF9",0.0117893258248647,0.40110131956427,0.111,0.058,1
"HSP90AA1",0.0120308778776978,-0.344590748615608,1,0.936,1
"ICAM4",0.0120921822700487,-1.27888326153044,0.07,0.139,1
"DNAJB6",0.0123362205945862,-0.591776800854515,0.632,0.61,1
"BCL6",0.0124411909070504,-2.33845923264041,0.064,0.125,1
"XPC",0.0124415094355386,0.436901231243066,0.158,0.092,1
"INPP4A",0.0129375236450848,0.361005943983509,0.123,0.067,1
"LEO1",0.0130211016169706,0.411079291867282,0.117,0.063,1
"C17orf49",0.0131876209013912,-1.6544416359834,0.117,0.181,1
"SELE",0.0133517339812321,-2.12154676515853,0.047,0.105,1
"PALLD",0.0136192980529156,0.367903223284213,0.17,0.104,1
"DMWD",0.0137841794021932,0.362060798931057,0.123,0.068,1
"FAM210A",0.01382555707475,-0.365798618874984,0.105,0.054,1
"DBN1",0.0139981830561447,0.278293383767179,0.14,0.08,1
"CD7",0.0143025970053441,-1.3183746520719,0.094,0.163,1
"PET100",0.0145152559781815,-0.617481539706902,0.626,0.565,1
"DHX29",0.0145417512370808,0.319802602409428,0.187,0.116,1
"SERPINB1",0.0145640390920771,-0.9086544887108,0.55,0.522,1
"VAC14",0.0145967516789165,0.313058252388504,0.105,0.055,1
"RUNX1T1",0.0146195128836026,0.274950225621929,0.14,0.081,1
"SRSF5",0.0146488959581193,-0.640192219598588,0.573,0.552,1
"C6orf106",0.0147595267587022,0.461108789682201,0.135,0.078,1
"CFLAR",0.0147961941489056,-0.711611726439165,0.538,0.537,1
"STC1",0.0154401665698523,-0.538505701936577,0.211,0.129,1
"REV3L",0.0154803718523304,0.250105526523285,0.152,0.09,1
"SAA4",0.0161323056543286,-0.623652269351749,0.175,0.102,1
"KLRB1",0.0163231650082287,-1.11463977175316,0.164,0.238,1
"DUSP2",0.0163415779814981,-1.01013558803944,0.211,0.282,1
"RP11-242D8.1",0.0165677138707156,0.420689588802115,0.135,0.078,1
"ZFAND5",0.0166150181925687,-0.571155362759504,0.684,0.64,1
"SEC14L1",0.0166861602197728,-0.401677862999414,0.801,0.724,1
"IFI16",0.0166973477008068,-0.489472767781232,0.643,0.61,1
"ART4",0.0168493377292625,0.311162097045988,0.281,0.196,1
"RAB12",0.0169725396604939,-2.26978016310662,0.053,0.108,1
"YPEL2",0.0170373778903127,-1.91180929303841,0.111,0.171,1
"EIF2S2",0.0171165205252953,-0.575248404706271,0.661,0.608,1
"IGLC3",0.01729926897201,-1.09567098478004,0.228,0.29,1
"HSPA8",0.0174841500786165,-0.275681693077348,0.871,0.81,1
"SLF1",0.0175347340307033,0.45215795416914,0.135,0.079,1
"TMTC4",0.0175547039513886,-1.27564082649851,0.082,0.147,1
"DDX56",0.0175649734047687,-0.367845030777649,0.158,0.091,1
"KLRD1",0.0176610776882074,-1.0943746681378,0.07,0.131,1
"SOS2",0.0183260548260075,0.428104697622681,0.129,0.075,1
"RRP8",0.0184376683803276,0.309649531696011,0.105,0.057,1
"RCSD1",0.0184828114013374,0.25266279309752,0.152,0.091,1
"ARHGAP1",0.0185056327838519,0.303235787611011,0.129,0.074,1
"KDM4B",0.0185555394585804,0.292457490388979,0.105,0.057,1
"CRIM1",0.0185717408857017,-0.886909483652361,0.368,0.406,1
"SEL1L",0.0186081086481304,-0.268960123464296,0.263,0.167,1
"TUBGCP2",0.0186677471611027,0.400023383236314,0.123,0.07,1
"TRIM25",0.0188218619206562,-2.24465508736835,0.082,0.139,1
"SLC14A1",0.0189031761496283,-1.24207064150508,0.076,0.137,1
"TMX4",0.0189328970577354,-0.296129643216283,0.263,0.167,1
"C8orf33",0.0193307895966302,-0.342905633283233,0.187,0.114,1
"GPN2",0.0196543117490137,0.369821708829508,0.105,0.058,1
"BCL3",0.0198120179403995,-1.71221312551075,0.111,0.171,1
"PPP3CC",0.0200346478571563,0.294194187040547,0.199,0.127,1
"RP11-356I2.4",0.0204939113890835,0.440588688430044,0.135,0.079,1
"S1PR1",0.0209145315950867,-0.79893652105092,0.415,0.436,1
"RPA3",0.0209656173759848,-0.255907670329198,0.304,0.2,1
"SLCO4A1",0.0209665820458491,-1.47564544718876,0.111,0.174,1
"RPAP3",0.0209977193857611,0.330752464049378,0.111,0.062,1
"SNX10",0.0211116667698099,0.490705732577176,0.129,0.075,1
"UBE4A",0.0213905240370552,-0.34671942566572,0.135,0.077,1
"MAPK14",0.021589542884017,0.294832444531545,0.111,0.062,1
"RNF135",0.0216716373257773,0.360444516144375,0.14,0.084,1
"PNMA1",0.0220754302577457,0.643226534048571,0.117,0.067,1
"HSPA1B",0.022386373989881,-0.547491500311796,0.918,0.792,1
"C15orf61",0.0227554126089168,0.526631596901159,0.105,0.058,1
"KCNH7",0.0228113753022652,0.44247316183713,0.105,0.058,1
"ACTR1B",0.0231751001465368,0.2587948555886,0.14,0.084,1
"TRBC1",0.023265096947982,-1.16844289259862,0.053,0.107,1
"CCDC43",0.023266817618633,0.38960182028163,0.135,0.08,1
"F8",0.0233693176263035,-0.62848726644555,0.579,0.554,1
"GPN1",0.0237019433671172,0.286841513951537,0.135,0.079,1
"PABPC4",0.0240000996174225,-1.22456250751432,0.228,0.279,1
"ARL6IP1",0.0240096852863864,-0.501649642377837,0.69,0.648,1
"PYCR2",0.0240210896263808,0.344299804618049,0.135,0.08,1
"SLC43A3",0.0241568606405102,0.268059364451292,0.123,0.071,1
"GPNMB",0.024234334532639,0.414340070898211,0.117,0.067,1
"EXOSC3",0.0244276213127989,0.263191952736774,0.105,0.058,1
"SP110",0.0245199425692871,0.384905626088113,0.152,0.095,1
"ZC2HC1A",0.0248167112301765,0.343031578525472,0.105,0.058,1
"SLC39A14",0.0249958483585655,-0.252507312866713,0.14,0.082,1
"CHORDC1",0.0259524353749543,-1.34757963450264,0.187,0.243,1
"ZNF3",0.0265459288147187,0.416295304360548,0.105,0.059,1
"ADAMTS9",0.026837467700837,-1.88231242802458,0.094,0.149,1
"GATA2",0.027448767619822,0.362323090930071,0.105,0.059,1
"SDE2",0.0275648934276041,-1.63191735148047,0.088,0.143,1
"SARAF",0.027710379925597,-0.304401700783226,0.871,0.752,1
"NUP50",0.028199265595003,-1.2954359616603,0.099,0.158,1
"TIMP3",0.0283961096382203,-0.27255010876329,0.906,0.825,1
"VIM",0.0285730500035845,0.851896992182123,0.515,0.425,1
"SLC40A1",0.0290407251383405,-0.670706493746214,0.69,0.604,1
"DPYSL2",0.0290681320536034,-0.621675546738751,0.468,0.483,1
"ZNF765",0.0293352661709277,0.443529106703915,0.17,0.111,1
"NPAT",0.0295129383619122,0.262447080204271,0.111,0.064,1
"PPP1R9B",0.029694653408787,0.374818508965836,0.129,0.078,1
"RNF145",0.0299809506216844,-0.973701688390692,0.287,0.334,1
"CDK2AP1",0.0301181694854383,-1.55492189656706,0.099,0.155,1
"GPAT4",0.0304465039354114,-0.446911109912949,0.135,0.079,1
"IL33",0.030753763606198,-0.388265432809928,0.708,0.713,1
"RARA",0.0307717187760715,-0.309077228974368,0.199,0.125,1
"TMEM150C",0.0308427215766025,-0.426524494948317,0.111,0.062,1
"PLPP3",0.0312184874517632,-0.332015577099003,0.936,0.841,1
"BMP2",0.0312809782924777,-1.52064762345919,0.158,0.214,1
"TAF2",0.0316738496656254,0.303396129702973,0.14,0.087,1
"RAB27A",0.0319018731729608,-1.44658993955471,0.111,0.165,1
"IGFBP3",0.0320173988354444,0.655778793531007,0.17,0.111,1
"HNRNPK",0.0320484981519785,-0.317804039988639,0.778,0.72,1
"PLEKHA3",0.0324889769132221,-0.302897905908753,0.251,0.165,1
"FERMT3",0.0326500352348254,0.310630304276874,0.129,0.079,1
"MMP24-AS1",0.0327626072639315,-0.323766336812305,0.263,0.175,1
"AFF1",0.0335241196244592,-1.10374348153599,0.222,0.273,1
"HSPA12B",0.0338531616507973,-0.327780326373734,0.152,0.093,1
"PLIN2",0.0341674946743613,-0.464818159829005,0.766,0.692,1
"USP47",0.0343519417882922,-0.431261473991088,0.175,0.109,1
"GRASP",0.0346257825275948,-0.811352543959919,0.251,0.303,1
"ANKRD39",0.0346379960499633,0.253452084384967,0.105,0.06,1
"GAR1",0.0348309168959754,0.268285113157986,0.152,0.096,1
"WWTR1",0.0352512035411333,-0.681765122310745,0.404,0.434,1
"ZFP36L1",0.0354017305559282,-0.492059973702189,0.708,0.643,1
"MAEA",0.0359776875910072,0.463995102733354,0.123,0.075,1
"HOXB4",0.0364174654975862,0.251438297622132,0.129,0.079,1
"SLC35E3",0.0365096779067597,0.370161811036222,0.14,0.088,1
"MSX1",0.036566816247238,-1.46860696010924,0.088,0.141,1
"TMEM55A",0.0368290646029724,0.328052151203225,0.117,0.071,1
"ACTR6",0.036904347151656,0.336538208719237,0.111,0.066,1
"TMA16",0.0369534831628,-0.433715126422971,0.152,0.093,1
"NUDT19",0.0372094354182385,0.255435088089039,0.123,0.075,1
"PTP4A2",0.0376349765111473,-0.880206884952798,0.368,0.386,1
"SLC25A32",0.0385081008563951,0.277820090853629,0.152,0.098,1
"SYNPO",0.0387448237354034,-0.598402837722253,0.135,0.081,1
